first_mean_ms,last_mean_ms,growth,n_events,run_id,backend
22.008539128342246,16.432707360813705,0.7466514367440193,3739,concurrency_n5_20260721_173910_kafka_feed1_rep1,kafka
22.296092711229942,19.365868923982866,0.8685768028865792,3739,concurrency_n5_20260721_173910_kafka_feed1_rep2,kafka
26.08990041176471,23.767160572805135,0.9109716862731994,3739,concurrency_n5_20260721_173910_kafka_feed1_rep3,kafka
35.816794815398886,19.55154466202414,0.5458764460302363,4311,concurrency_n5_20260721_173910_kafka_feed2_rep1,kafka
38.38992978756957,26.06107669545033,0.6788518978716327,4311,concurrency_n5_20260721_173910_kafka_feed2_rep2,kafka
15.719830065862709,14.161588116063138,0.9008741224764598,4311,concurrency_n5_20260721_173910_kafka_feed2_rep3,kafka
25.40749429949749,17.991423570422537,0.7081148325113812,3977,concurrency_n5_20260721_173910_kafka_feed3_rep1,kafka
18.154973394974874,14.312159083501006,0.7883326938646177,3977,concurrency_n5_20260721_173910_kafka_feed3_rep2,kafka
23.72019168643216,21.49881532092555,0.9063508257069767,3977,concurrency_n5_20260721_173910_kafka_feed3_rep3,kafka
61.679639563937435,24.80055137845304,0.40208651596844464,4346,concurrency_n5_20260721_173910_kafka_feed4_rep1,kafka
33.601583078196875,21.675922833333335,0.6450863574757653,4346,concurrency_n5_20260721_173910_kafka_feed4_rep2,kafka
23.48621868077277,19.245184159300184,0.8194245493871455,4346,concurrency_n5_20260721_173910_kafka_feed4_rep3,kafka
42.25350036260623,25.69503523062382,0.6081161326308382,4233,concurrency_n5_20260721_173910_kafka_feed5_rep1,kafka
29.620991014164304,20.108521620037806,0.6788605286846149,4233,concurrency_n5_20260721_173910_kafka_feed5_rep2,kafka
16.80044106137866,14.836651487712665,0.8831108322399696,4233,concurrency_n5_20260721_173910_kafka_feed5_rep3,kafka
220.38926982352945,151.40564558351176,0.6869919107438651,3739,concurrency_n5_20260721_173910_redis_feed1_rep1,redis
215.42250800534757,145.48871399892934,0.6753644981021101,3739,concurrency_n5_20260721_173910_redis_feed1_rep2,redis
168.6429178449198,139.3025449411135,0.8260207230831534,3739,concurrency_n5_20260721_173910_redis_feed1_rep3,redis
152.7139507523191,250.08082033519037,1.6375767839363076,4311,concurrency_n5_20260721_173910_redis_feed2_rep1,redis
140.1562693979592,242.65959192293408,1.7313502490133164,4311,concurrency_n5_20260721_173910_redis_feed2_rep2,redis
125.82467904545453,226.44451040018572,1.7996827976678724,4311,concurrency_n5_20260721_173910_redis_feed2_rep3,redis
235.220778319598,154.79664137726357,0.6580908475990971,3977,concurrency_n5_20260721_173910_redis_feed3_rep1,redis
224.39638133467335,163.84950294668008,0.7301789002662599,3977,concurrency_n5_20260721_173910_redis_feed3_rep2,redis
222.2743653547739,152.5709937917505,0.6864084103816053,3977,concurrency_n5_20260721_173910_redis_feed3_rep3,redis
190.56794361177552,146.21429419613258,0.7672554545375162,4346,concurrency_n5_20260721_173910_redis_feed4_rep1,redis
175.23095520331185,157.95755524585633,0.901424951217015,4346,concurrency_n5_20260721_173910_redis_feed4_rep2,redis
166.42585391536338,149.6472412495396,0.8991826553922528,4346,concurrency_n5_20260721_173910_redis_feed4_rep3,redis
283.2433456883853,157.05370574102082,0.5544833025443993,4233,concurrency_n5_20260721_173910_redis_feed5_rep1,redis
263.0132043286119,158.1138463837429,0.6011631499162055,4233,concurrency_n5_20260721_173910_redis_feed5_rep2,redis
304.46672311992444,147.63475177126654,0.484896182605531,4233,concurrency_n5_20260721_173910_redis_feed5_rep3,redis
