first_mean_ms,last_mean_ms,growth,n_events,run_id,backend
13.623905224598932,11.933135947537474,0.875896870303483,3739,concurrency_n5_20260721_163410_kafka_feed1_rep1,kafka
15.425918593582887,10.622819566381157,0.6886344888919744,3739,concurrency_n5_20260721_163410_kafka_feed1_rep2,kafka
18.622266935828875,17.518669459314776,0.9407377479703719,3739,concurrency_n5_20260721_163410_kafka_feed1_rep3,kafka
11.238535167903525,10.286364253481894,0.9152762437278334,4311,concurrency_n5_20260721_163410_kafka_feed2_rep1,kafka
20.530472180890538,18.27141541411328,0.8899656692319062,4311,concurrency_n5_20260721_163410_kafka_feed2_rep2,kafka
19.530814017625236,19.283320520891365,0.9873280501001892,4311,concurrency_n5_20260721_163410_kafka_feed2_rep3,kafka
12.024113897487437,9.70733493863179,0.8073222710124393,3977,concurrency_n5_20260721_163410_kafka_feed3_rep1,kafka
15.41369088241206,12.268144395372234,0.7959251608821946,3977,concurrency_n5_20260721_163410_kafka_feed3_rep2,kafka
11.483205455276382,10.38999077364185,0.9047988224287833,3977,concurrency_n5_20260721_163410_kafka_feed3_rep3,kafka
11.780231100275987,10.298992538674034,0.8742606533782473,4346,concurrency_n5_20260721_163410_kafka_feed4_rep1,kafka
20.291460907083717,17.493094656537753,0.8620914352416558,4346,concurrency_n5_20260721_163410_kafka_feed4_rep2,kafka
10.4416640349586,8.904693091160219,0.8528040225530513,4346,concurrency_n5_20260721_163410_kafka_feed4_rep3,kafka
18.850207161473087,17.367456969754254,0.921340376844805,4233,concurrency_n5_20260721_163410_kafka_feed5_rep1,kafka
15.527084404154863,13.196305835538753,0.8498894893627021,4233,concurrency_n5_20260721_163410_kafka_feed5_rep2,kafka
7.737544460812086,7.12902502268431,0.9213549671721163,4233,concurrency_n5_20260721_163410_kafka_feed5_rep3,kafka
12.64759613368984,11.461365604925053,0.9062090126672385,3739,concurrency_n5_20260721_163410_redis_feed1_rep1,redis
10.248771213903744,6.415735840471093,0.6260004937730821,3739,concurrency_n5_20260721_163410_redis_feed1_rep2,redis
16.101713994652407,14.677474598501071,0.9115473423124802,3739,concurrency_n5_20260721_163410_redis_feed1_rep3,redis
19.984337672541745,19.36016638904364,0.968766976733199,4311,concurrency_n5_20260721_163410_redis_feed2_rep1,redis
10.918043238404454,9.419982823584029,0.8627903936530527,4311,concurrency_n5_20260721_163410_redis_feed2_rep2,redis
4.318636373840445,4.316759982358403,0.9995655129722408,4311,concurrency_n5_20260721_163410_redis_feed2_rep3,redis
17.351895204020103,15.025399827967806,0.8659226932448686,3977,concurrency_n5_20260721_163410_redis_feed3_rep1,redis
12.457218621105527,9.795268439637827,0.7863126382836602,3977,concurrency_n5_20260721_163410_redis_feed3_rep2,redis
14.333908068341708,13.918902242454728,0.9710472661113563,3977,concurrency_n5_20260721_163410_redis_feed3_rep3,redis
17.051547291628335,15.43729926058932,0.9053312873353405,4346,concurrency_n5_20260721_163410_redis_feed4_rep1,redis
18.91553248022079,16.515437105893184,0.8731151038524932,4346,concurrency_n5_20260721_163410_redis_feed4_rep2,redis
10.573366518859247,10.085697050644567,0.9538775594939564,4346,concurrency_n5_20260721_163410_redis_feed4_rep3,redis
8.127969673276676,7.273393170132326,0.8948597820247723,4233,concurrency_n5_20260721_163410_redis_feed5_rep1,redis
7.993296207743154,6.311575117202269,0.7896085611200305,4233,concurrency_n5_20260721_163410_redis_feed5_rep2,redis
11.211075055712937,10.195303945179585,0.9093957443433817,4233,concurrency_n5_20260721_163410_redis_feed5_rep3,redis
