t_wall,rho,loadavg
1784956911.1254487,0.94987,0.14
1784956911.6282008,0.92786,0.14
1784956912.1292193,0.99749,1.57
1784956912.6299613,0.99751,1.57
1784956913.1334708,1.0,1.57
1784956913.636428,1.0,1.57
1784956914.1373124,0.95262,1.57
1784956914.6382864,0.8392,1.57
1784956915.1391277,0.84383,1.57
1784956915.6399317,0.8225,1.57
1784956916.1408262,0.755,1.57
1784956916.64225,0.7275,1.57
1784956917.1430385,0.70398,2.09
1784956917.643842,0.7,2.09
1784956918.1442935,0.71322,2.09
1784956918.6451101,0.69674,2.09
1784956919.1459248,0.70471,2.09
1784956919.6467392,0.695,2.09
1784956920.1475472,0.71429,2.09
1784956920.6482468,0.7125,2.09
1784956921.1490355,0.7025,2.09
1784956921.6498423,0.7025,2.09
1784956922.1512735,0.70896,2.4
1784956922.6522708,0.70075,2.4
1784956923.1552732,0.70398,2.4
1784956923.656253,0.7325,2.4
1784956924.1570518,0.70574,2.4
1784956924.6578512,0.69576,2.4
1784956925.1583376,0.70677,2.4
1784956925.6612558,0.70545,2.4
1784956926.1621377,0.7,2.4
1784956926.6629536,0.71429,2.4
1784956927.1633582,0.69825,2.69
1784956927.6642733,0.70175,2.69
1784956928.1651316,0.705,2.69
1784956928.6659014,0.69576,2.69
1784956929.1666527,0.7125,2.69
1784956929.6672833,0.725,2.69
1784956930.1681566,0.7,2.69
1784956930.6712732,0.70647,2.69
1784956931.172108,0.70574,2.69
1784956931.6728833,0.69652,2.69
1784956932.1742957,0.71072,2.95
1784956932.6750796,0.71,2.95
1784956933.175841,0.705,2.95
1784956933.6762254,0.69925,2.95
1784956934.1769938,0.71642,2.95
1784956934.6777892,0.6975,2.95
1784956935.1782541,0.7,2.95
1784956935.6792474,0.7125,2.95
1784956936.1800284,0.7,2.95
1784956936.6812885,0.69825,2.95
1784956937.182091,0.69424,3.12
1784956937.6828713,0.70823,3.12
1784956938.1832654,0.70075,3.12
1784956938.6841023,0.7075,3.12
1784956939.1848915,0.71072,3.12
1784956939.6859355,0.70075,3.12
1784956940.188257,0.69825,3.12
1784956940.6890225,0.70075,3.12
1784956941.1898158,0.7075,3.12
1784956941.692244,0.71072,3.12
1784956942.1930132,0.6975,3.35
1784956942.6938457,0.6975,3.35
1784956943.1942542,0.70823,3.35
1784956943.6950233,0.69925,3.35
1784956944.195817,0.71571,3.35
1784956944.6962504,0.715,3.35
1784956945.1992521,0.70398,3.35
1784956945.7000084,0.70175,3.35
1784956946.2007978,0.70075,3.35
1784956946.7042487,0.69975,3.35
1784956947.2050347,0.7075,3.64
1784956947.7082644,0.70398,3.64
1784956948.2090182,0.7375,3.64
1784956948.7097812,0.7875,3.64
1784956949.210538,0.81704,3.64
1784956949.7112813,0.71072,3.64
1784956950.2125623,0.69576,3.64
1784956950.7162516,0.70968,3.64
1784956951.2170286,0.70426,3.64
1784956951.7178173,0.70149,3.64
1784956952.218262,0.7075,3.91
1784956952.719083,0.7,3.91
1784956953.219871,0.70324,3.91
1784956953.7206562,0.71322,3.91
1784956954.2232578,0.70075,3.91
1784956954.7240133,0.705,3.91
1784956955.2247882,0.69652,3.91
1784956955.725257,0.70426,3.91
1784956956.2260957,0.70574,3.91
1784956956.726876,0.7125,3.91
1784956957.2272518,0.705,3.92
1784956957.728029,0.705,3.92
1784956958.2288332,0.70324,3.92
1784956958.7292578,0.705,3.92
1784956959.2300532,0.695,3.92
1784956959.7309191,0.7075,3.92
1784956960.231255,0.70574,3.92
1784956960.7320325,0.705,3.92
1784956961.2328105,0.7025,3.92
1784956961.7332733,0.7025,4.09
1784956962.2352674,0.69975,4.09
1784956962.736058,0.71,4.09
1784956963.2368388,0.70075,4.09
1784956963.7375941,0.705,4.09
1784956964.2392976,0.70574,4.09
1784956964.7401764,0.70574,4.09
1784956965.2412567,0.69825,4.09
1784956965.7422783,0.735,4.09
1784956966.2430866,0.70175,4.09
1784956966.743874,0.70823,4.16
1784956967.2452707,0.70149,4.16
1784956967.746037,0.70101,4.16
1784956968.2468164,0.71,4.16
1784956968.7473066,0.71393,4.16
1784956969.2481093,0.70426,4.16
1784956969.7502334,0.72886,4.16
1784956970.2510006,0.69849,4.16
1784956970.7532103,0.71891,4.16
1784956971.2539518,0.71429,4.16
1784956971.7543087,0.705,4.39
1784956972.2552197,0.699,4.39
1784956972.7572448,0.70823,4.39
1784956973.2580104,0.70574,4.39
1784956973.758798,0.70574,4.39
1784956974.2622538,0.70297,4.39
1784956974.7630048,0.71106,4.39
1784956975.2637792,0.70075,4.39
1784956975.7642713,0.695,4.39
1784956976.2650774,0.70426,4.39
1784956976.765861,0.70324,4.68
1784956977.26625,0.70823,4.68
1784956977.7671115,0.715,4.68
1784956978.2679126,0.705,4.68
1784956978.768685,0.70927,4.68
1784956979.269476,0.69327,4.68
1784956979.7702577,0.695,4.68
1784956980.271012,0.70677,4.68
1784956980.7717795,0.73566,4.68
1784956981.2732704,0.699,4.68
1784956981.7740653,0.70574,4.78
1784956982.2748952,0.69925,4.78
1784956982.775671,0.70647,4.78
1784956983.2792854,0.69975,4.78
1784956983.780075,0.71608,4.78
1784956984.2822375,0.73201,4.78
1784956984.7830122,0.71357,4.78
1784956985.2837722,0.80905,4.78
1784956985.7842815,0.6975,4.78
1784956986.285054,0.70574,4.78
1784956986.7858083,0.7075,4.96
1784956987.2862444,0.70823,4.96
1784956987.7869887,0.70075,4.96
1784956988.287248,0.7125,4.96
1784956988.7879972,0.7025,4.96
1784956989.2887723,0.7,4.96
1784956989.7895103,0.70896,4.96
1784956990.2902749,0.7025,4.96
1784956990.79108,0.70574,4.96
1784956991.2942595,0.69403,4.96
1784956991.7950308,0.70324,5.12
1784956992.2958267,0.70149,5.12
1784956992.7962537,0.71,5.12
1784956993.2982755,0.70324,5.12
1784956993.799063,0.7025,5.12
1784956994.299867,0.69825,5.12
1784956994.8002982,0.70823,5.12
1784956995.301091,0.705,5.12
1784956995.8018682,0.715,5.12
1784956996.304266,0.70471,5.12
1784956996.8050435,0.70175,5.03
1784956997.3058329,0.70574,5.03
1784956997.8062606,0.6975,5.03
1784956998.307327,0.7025,5.03
1784956998.8078847,0.7175,5.03
1784956999.3087163,0.70075,5.03
1784956999.80926,0.6975,5.03
1784957000.310033,0.70823,5.03
1784957000.8108222,0.7,5.03
1784957001.3115911,0.71072,5.03
1784957001.8122745,0.7225,5.11
1784957002.3130543,0.6975,5.11
1784957002.8139064,0.70823,5.11
1784957003.3142555,0.71,5.11
1784957003.8150058,0.695,5.11
1784957004.316265,0.70823,5.11
1784957004.8170276,0.70426,5.11
1784957005.319259,0.70075,5.11
1784957005.820059,0.69327,5.11
1784957006.3209257,0.70574,5.11
1784957006.8212538,0.7025,5.18
1784957007.3220358,0.69925,5.18
1784957007.8228214,0.71072,5.18
1784957008.3234525,0.70823,5.18
1784957008.824206,0.7075,5.18
1784957009.3249817,0.7,5.18
1784957009.8258646,0.70149,5.18
1784957010.3263729,0.69674,5.18
1784957010.827157,0.70647,5.18
1784957011.3279142,0.70823,5.18
1784957011.8282554,0.70175,5.33
1784957012.331249,0.70968,5.33
1784957012.83208,0.7025,5.33
1784957013.33291,0.75,5.33
1784957013.833324,0.7325,5.33
1784957014.334146,0.699,5.33
1784957014.8349376,0.70677,5.33
1784957015.3352787,0.70647,5.33
1784957015.8360589,0.6975,5.33
1784957016.3368149,0.74,5.33
1784957016.8372743,0.7625,5.46
1784957017.338074,0.705,5.46
1784957017.8402646,0.71891,5.46
1784957018.3410304,0.7225,5.46
1784957018.8418145,0.72,5.46
1784957019.3432748,0.699,5.46
1784957019.8441255,0.70854,5.46
1784957020.3449595,0.70647,5.46
1784957020.8452582,0.705,5.46
1784957021.3468335,0.705,5.46
1784957021.848063,0.7,5.51
1784957022.3493376,0.70324,5.51
1784957022.8501828,0.70823,5.51
1784957023.351095,0.69077,5.51
1784957023.8522565,0.7075,5.51
1784957024.353083,0.70324,5.51
1784957024.8538737,0.6975,5.51
1784957025.3542664,0.699,5.51
1784957025.8550897,0.71106,5.51
1784957026.3558965,0.7075,5.51
1784957026.8562603,0.7075,5.71
1784957027.3570828,0.69424,5.71
1784957027.857926,0.70647,5.71
1784957028.3582761,0.70075,5.71
1784957028.859024,0.7075,5.71
1784957029.359804,0.70574,5.71
1784957029.860263,0.71,5.71
1784957030.362279,0.69825,5.71
1784957030.8630784,0.71,5.71
1784957031.3638372,0.70324,5.71
1784957031.8646085,0.7075,5.73
1784957032.3653936,0.70324,5.73
1784957032.8661463,0.7,5.73
1784957033.368248,0.71072,5.73
1784957033.8689945,0.69925,5.73
1784957034.3697982,0.7025,5.73
1784957034.8702476,0.69975,5.73
1784957035.3722758,0.70149,5.73
1784957035.873055,0.70677,5.73
1784957036.3738368,0.70324,5.73
1784957036.8742619,0.7,5.67
1784957037.375056,0.69925,5.67
1784957037.8762462,0.72818,5.67
1784957038.3770084,0.70075,5.67
1784957038.8778079,0.70324,5.67
1784957039.3786075,0.7025,5.67
1784957039.8792474,0.70927,5.67
1784957040.380033,0.70324,5.67
1784957040.8808212,0.6975,5.67
1784957041.3812745,0.7,5.67
1784957041.882051,0.70823,5.62
1784957042.3843088,0.70471,5.62
1784957042.885098,0.69424,5.62
1784957043.3858285,0.70574,5.62
1784957043.8863087,0.7075,5.62
1784957044.3871026,0.7,5.62
1784957044.8878763,0.7,5.62
1784957045.3882759,0.70574,5.62
1784957045.889044,0.69825,5.62
1784957046.3898172,0.6975,5.62
1784957046.8915734,0.71322,5.57
1784957047.392241,0.735,5.57
1784957047.8929775,0.6975,5.57
1784957048.39374,0.71,5.57
1784957048.8952496,0.69727,5.57
1784957049.3972583,0.695,5.57
1784957049.8980222,0.70175,5.57
1784957050.398801,0.70574,5.57
1784957050.899244,0.70075,5.57
1784957051.4000072,0.69925,5.57
1784957051.9007823,0.70324,5.6
1784957052.4012492,0.70927,5.6
1784957052.9020207,0.705,5.6
1784957053.404526,0.70223,5.6
1784957053.9052608,0.705,5.6
1784957054.4083045,0.699,5.6
1784957054.9090974,0.69576,5.6
1784957055.4098513,0.699,5.6
1784957055.910252,0.715,5.6
1784957056.412251,0.70149,5.6
1784957056.9130232,0.69925,5.63
1784957057.4138155,0.70075,5.63
1784957057.9142408,0.71,5.63
1784957058.4172287,0.699,5.63
1784957058.9179745,0.7175,5.63
1784957059.4188058,0.69825,5.63
1784957059.919236,0.71072,5.63
1784957060.4199934,0.7725,5.63
1784957060.9222555,0.77057,5.63
1784957061.4230497,0.69674,5.63
1784957061.9235919,0.70324,5.74
1784957062.4242744,0.70075,5.74
1784957062.9250317,0.70927,5.74
1784957063.4258,0.70149,5.74
1784957063.9292548,0.70471,5.74
1784957064.4300523,0.695,5.74
1784957064.9308357,0.70823,5.74
1784957065.4313457,0.69403,5.74
