run_id,backend,config,n_concurrency,decision_staleness_prob_s,n_decisive,mean_decisive_latency_ms
concurrency_n10_20260721_101859_kafka_feed10_rep1,kafka,single,10,0.011285221150251643,5,7.2748538
concurrency_n10_20260721_101859_kafka_feed10_rep2,kafka,single,10,0.030852116281091288,5,17.8717738
concurrency_n10_20260721_101859_kafka_feed10_rep3,kafka,single,10,0.009647765066426875,5,5.4169538
concurrency_n10_20260721_101859_kafka_feed1_rep1,kafka,single,10,0.011656755152931339,5,9.393240599999999
concurrency_n10_20260721_101859_kafka_feed1_rep2,kafka,single,10,0.008701535857706028,5,7.3357606
concurrency_n10_20260721_101859_kafka_feed1_rep3,kafka,single,10,0.01980047636308784,5,16.766440600000003
concurrency_n10_20260721_101859_kafka_feed2_rep1,kafka,single,10,0.004463863658038378,3,6.908689
concurrency_n10_20260721_101859_kafka_feed2_rep2,kafka,single,10,0.008063281347626393,3,13.686122333333335
concurrency_n10_20260721_101859_kafka_feed2_rep3,kafka,single,10,0.012951741135271361,3,23.325789
concurrency_n10_20260721_101859_kafka_feed3_rep1,kafka,single,10,0.013665232356164313,6,10.101339166666667
concurrency_n10_20260721_101859_kafka_feed3_rep2,kafka,single,10,0.022588324724609265,6,17.091405833333337
concurrency_n10_20260721_101859_kafka_feed3_rep3,kafka,single,10,0.02286207599118863,6,17.937539166666667
concurrency_n10_20260721_101859_kafka_feed4_rep1,kafka,single,10,0.012114452247019215,4,5.64061675
concurrency_n10_20260721_101859_kafka_feed4_rep2,kafka,single,10,0.04715658482925534,4,23.0766335
concurrency_n10_20260721_101859_kafka_feed4_rep3,kafka,single,10,0.04628017804839066,4,21.6167585
concurrency_n10_20260721_101859_kafka_feed5_rep1,kafka,single,10,0.011910862842680812,5,10.674767
concurrency_n10_20260721_101859_kafka_feed5_rep2,kafka,single,10,0.009633752997181593,5,7.283233600000001
concurrency_n10_20260721_101859_kafka_feed5_rep3,kafka,single,10,0.008965101071189559,5,10.055147
concurrency_n10_20260721_101859_kafka_feed6_rep1,kafka,single,10,0.006054130804401493,3,10.625067
concurrency_n10_20260721_101859_kafka_feed6_rep2,kafka,single,10,0.004319856808282812,3,9.974655666666665
concurrency_n10_20260721_101859_kafka_feed6_rep3,kafka,single,10,0.0038650113369767284,3,8.016433666666666
concurrency_n10_20260721_101859_kafka_feed7_rep1,kafka,single,10,0.014895401123792375,3,25.658478333333335
