t_wall_ns,pid,on_cpu_ns,wait_ns,slices,n_threads,schedstats_enabled
1784997997771636389,344395,1593508891,2377522664,16371,1,1
1784997997771636389,344411,1538593877,2796992120,15078,1,1
1784997997771636389,344415,1778632026,2179087766,3547,2,1
1784997997771636389,344418,1673987806,3120452290,17487,1,1
1784997997771636389,344422,1949385068,2055822521,2584,2,1
1784997997771636389,344425,1706293560,2501721692,3109,2,1
1784997997771636389,344429,1337998071,2398724086,13469,1,1
1784997997771636389,344438,578425867,1522398316,616,12,1
1784997997771636389,344439,591221433,1339002873,946,14,1
1784997997771636389,344442,594602298,1493825064,914,12,1
1784997997771636389,344443,677059532,1587411557,1897,13,1
1784997997771636389,344445,606844069,1483750797,1147,13,1
1784997997771636389,344482,608547367,1087551969,536,9,1
1784997997771636389,344485,625325355,1530871829,1450,9,1
1784997997771636389,344489,571902388,1599768109,388,9,1
1784997997771636389,344492,640878483,1597432667,492,9,1
1784997997771636389,344493,634694871,1583456452,1567,9,1
1784997998295498784,344387,1985277107,2404299308,2128,2,1
1784997998295498784,344394,1759216309,2152911642,4985,2,1
1784997998295498784,344395,1593508891,2377522664,16371,1,1
1784997998295498784,344411,1538593877,2796992120,15078,1,1
1784997998295498784,344415,1779403644,2179087766,3548,2,1
1784997998295498784,344418,1673987806,3120452290,17487,1,1
1784997998295498784,344422,1950014042,2055822521,2585,2,1
1784997998295498784,344425,1706959970,2502179068,3110,2,1
1784997998295498784,344429,1337998071,2398724086,13469,1,1
1784997998295498784,344438,578425867,1522398316,616,12,1
1784997998295498784,344439,591221433,1339002873,946,14,1
1784997998295498784,344442,594602298,1493825064,914,12,1
1784997998295498784,344443,677059532,1587411557,1897,13,1
1784997998295498784,344445,606844069,1483750797,1147,13,1
1784997998295498784,344482,608547367,1087551969,536,9,1
1784997998295498784,344485,625325355,1530871829,1450,9,1
1784997998295498784,344489,571902388,1599768109,388,9,1
1784997998295498784,344492,640878483,1597432667,492,9,1
1784997998295498784,344493,634694871,1583456452,1567,9,1
1784997998809539513,344387,1986009055,2404299308,2129,2,1
1784997998809539513,344395,1593822602,2377522664,16372,1,1
1784997998809539513,344411,1538979846,2796992120,15080,1,1
1784997998809539513,344415,1780157526,2182087957,3549,2,1
1784997998809539513,344418,1674462078,3120533441,17489,1,1
1784997998809539513,344422,1951396477,2055921559,2587,2,1
1784997998809539513,344425,1708285518,2505594463,3111,2,1
1784997998809539513,344429,1338276539,2398724086,13470,1,1
1784997998809539513,344438,578425867,1522398316,616,12,1
1784997998809539513,344439,591221433,1339002873,946,14,1
1784997998809539513,344442,595309529,1494328860,918,12,1
1784997998809539513,344443,677797859,1589149975,1901,13,1
1784997998809539513,344445,606844069,1483750797,1147,13,1
1784997998809539513,344482,608547367,1087551969,536,9,1
1784997998809539513,344485,625325355,1530871829,1450,9,1
1784997998809539513,344489,571902388,1599768109,388,9,1
1784997998809539513,344492,640878483,1597432667,492,9,1
1784997998809539513,344493,636614120,1586516474,1571,9,1
1784997999322487235,344387,2000373223,2411886172,2330,2,1
1784997999322487235,344395,1593822602,2377522664,16372,1,1
1784997999322487235,344411,1538979846,2796992120,15080,1,1
1784997999322487235,344415,1782673231,2182577242,3564,2,1
1784997999322487235,344418,1674462078,3120533441,17489,1,1
1784997999322487235,344422,1952868906,2056228869,2602,2,1
1784997999322487235,344425,1710350857,2509220284,3121,2,1
1784997999322487235,344429,1338276539,2398724086,13470,1,1
1784997999322487235,344438,578425867,1522398316,616,12,1
1784997999322487235,344439,591221433,1339002873,946,14,1
1784997999322487235,344442,595309529,1494328860,918,12,1
1784997999322487235,344443,677797859,1589149975,1901,13,1
1784997999322487235,344445,606844069,1483750797,1147,13,1
1784997999322487235,344482,608547367,1087551969,536,9,1
1784997999322487235,344485,625325355,1530871829,1450,9,1
1784997999322487235,344489,571902388,1599768109,388,9,1
1784997999322487235,344492,640878483,1597432667,492,9,1
1784997999322487235,344493,636614120,1586516474,1571,9,1
1784997999833639303,344387,2001024310,2413800735,2331,2,1
1784997999833639303,344395,1594105917,2377522664,16373,1,1
1784997999833639303,344411,1539723533,2799405071,15086,1,1
1784997999833639303,344415,1783545430,2183827758,3565,2,1
1784997999833639303,344418,1674827887,3124729437,17490,1,1
