backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,100,142.139115,142.2170462,-6.403006,0.8012961500000001,69.3717695,100
redis,single,100,81.4748165,112.33912169999999,4.6060145,14.323258024999998,54.64343425,100
