t_wall,rho,loadavg
1784961156.4338288,0.98507,7.28
1784961156.9372463,0.98263,7.28
1784961157.4379988,0.9975,7.28
1784961157.9387536,1.0,8.3
1784961158.4392378,1.0,8.3
1784961158.9400046,1.0,8.3
1784961159.443288,0.99505,8.3
1784961159.9440958,0.99246,8.3
1784961160.4449267,0.98,8.3
1784961160.9452484,0.97494,8.3
1784961161.4460244,0.98,8.3
1784961161.9468565,0.9675,8.3
1784961162.447262,0.9625,8.3
1784961162.9482481,0.945,8.27
1784961163.4502447,0.95012,8.27
1784961163.9513576,0.95012,8.27
1784961164.4522033,0.9525,8.27
1784961164.9542553,0.95012,8.27
1784961165.4550052,0.94763,8.27
1784961165.955783,0.94763,8.27
1784961166.4562533,0.95,8.27
1784961166.957046,0.94987,8.27
1784961167.4602647,0.95062,8.27
1784961167.9610138,0.95238,8.25
1784961168.4618313,0.95,8.25
1784961168.9623163,0.95012,8.25
1784961169.463121,0.9525,8.25
1784961169.9638886,0.95,8.25
1784961170.464243,0.95012,8.25
1784961170.965006,0.95,8.25
1784961171.4672315,0.95262,8.25
1784961171.968012,0.94737,8.25
1784961172.4687939,0.95012,8.25
1784961172.9692554,0.95025,8.23
1784961173.4701154,0.95238,8.23
1784961173.9723344,0.94776,8.23
1784961174.4732153,0.945,8.23
1784961174.9743218,0.95262,8.23
1784961175.4751956,0.95012,8.23
1784961175.97601,0.95,8.23
1784961176.4772449,0.95012,8.23
1784961176.978015,0.95,8.23
1784961177.480355,0.95262,8.23
1784961177.9811947,0.95012,8.21
1784961178.482279,0.95012,8.21
1784961178.9833286,0.9525,8.21
1784961179.4844258,0.95012,8.21
1784961179.987271,0.95037,8.21
1784961180.4880748,0.95262,8.21
1784961180.9888806,0.95262,8.21
1784961181.4892638,0.95012,8.21
1784961181.99012,0.95238,8.21
1784961182.4910116,0.95,8.21
1784961182.9918766,0.95025,8.2
1784961183.4942992,0.9525,8.2
1784961183.9972653,0.95297,8.2
1784961184.4980776,0.94987,8.2
1784961184.9988697,0.95012,8.2
1784961185.499282,0.9525,8.2
1784961186.0000956,0.95,8.2
1784961186.5009544,0.95262,8.2
1784961187.0018756,0.95274,8.2
1784961187.5052705,0.95037,8.2
1784961188.0060627,0.94987,8.18
1784961188.506854,0.95262,8.18
1784961189.0072694,0.95,8.18
1784961189.5080943,0.94737,8.18
1784961190.0089278,0.95025,8.18
1784961190.509347,0.95489,8.18
1784961191.0108607,0.95012,8.18
1784961191.5112677,0.9475,8.18
1784961192.0120885,0.9525,8.18
1784961192.5152757,0.95285,8.18
1784961193.0161464,0.94737,8.25
1784961193.516957,0.95025,8.25
1784961194.017282,0.95262,8.25
1784961194.5180871,0.9475,8.25
1784961195.0188873,0.95012,8.25
1784961195.5192595,0.9525,8.25
1784961196.0202892,0.9475,8.25
1784961196.5222778,0.95025,8.25
1784961197.0231686,0.94975,8.25
1784961197.5239723,0.95262,8.25
1784961198.0247886,0.95012,8.15
1784961198.5262663,0.95037,8.15
1784961199.0270774,0.95,8.15
1784961199.5278385,0.95,8.15
1784961200.028697,0.95012,8.15
1784961200.5323162,0.95012,8.15
1784961201.0331504,0.95012,8.15
1784961201.533947,0.9525,8.15
1784961202.034267,0.95012,8.15
1784961202.5350635,0.95238,8.15
1784961203.0358748,0.95012,8.05
