load,confounded,why,rho_remote,rho_colocated,t_remote_ms,t_colocated_ms,transport_fall,inv_remote,inv_colocated,inv_rise,disjoint,n_remote,n_colocated
0,False,,0.0025,0.005,0.512263,0.572746,0.8943982149155124,0.0033500837520938024,0.004355108877721943,1.2999999999999998,False,2985,2985
88,False,,0.88119,0.8825,0.714942,0.697416,1.0251299081179668,0.2592964824120603,0.25996649916247905,1.0025839793281652,False,2985,2985
