pad_bytes,rho,transport_ms,inversion,ci_lo,ci_hi,n_events
0,0.88089,0.701021,0.26030150753768844,0.24731186075897402,0.27372530099659576,2985
4096,0.88221,2.380654,0.19061976549413737,0.17907625911311373,0.2027236275133976,2985
65536,0.88471,14.638318,0.08877721943048576,0.08058231975733106,0.09771693398824836,2985
262144,0.89303,53.898196,0.06365159128978225,0.05668940501916896,0.0714041004827595,2985
