t_wall,rho,loadavg
1784966510.1099877,0.74314,6.41
1784966510.610732,0.7594,6.41
1784966511.111499,0.74564,6.41
1784966511.612256,0.74564,6.41
1784966512.1153312,0.75871,6.41
1784966512.6161401,0.74937,6.41
1784966513.116932,0.75561,6.41
1784966513.6172407,0.75062,6.41
1784966514.1180124,0.75,6.38
1784966514.6187897,0.7525,6.38
1784966515.1222568,0.75931,6.38
1784966515.6230488,0.74564,6.38
1784966516.1238108,0.75062,6.38
1784966516.6252747,0.7606,6.38
1784966517.126126,0.74121,6.38
1784966517.6269062,0.75062,6.38
1784966518.1272724,0.75312,6.38
1784966518.62825,0.75373,6.38
1784966519.1290429,0.7475,6.35
1784966519.630293,0.75373,6.35
1784966520.1311128,0.755,6.35
1784966520.632251,0.755,6.35
1784966521.13526,0.74442,6.35
1784966521.6360297,0.7581,6.35
1784966522.1368144,0.755,6.35
1784966522.6372542,0.7425,6.35
1784966523.1402688,0.75186,6.35
1784966523.6411102,0.76441,6.48
1784966524.141895,0.74564,6.48
1784966524.6426547,0.74627,6.48
1784966525.1442726,0.76,6.48
1784966525.6450386,0.74564,6.48
1784966526.1458094,0.75439,6.48
1784966526.6472855,0.745,6.48
1784966527.1481051,0.75622,6.48
1784966527.6488588,0.74813,6.48
1784966528.1493413,0.7525,6.48
1784966528.6502001,0.755,6.36
1784966529.155279,0.75248,6.36
1784966529.656095,0.7525,6.36
1784966530.1568735,0.75561,6.36
1784966530.657646,0.745,6.36
1784966531.1612718,0.76179,6.36
1784966531.6620502,0.75188,6.36
1784966532.1628525,0.75373,6.36
1784966532.6632323,0.74813,6.36
1784966533.1639752,0.75188,6.36
1784966533.664269,0.75561,6.17
1784966534.167272,0.75124,6.17
1784966534.6681669,0.7575,6.17
1784966535.1689837,0.75312,6.17
1784966535.6697454,0.74627,6.17
1784966536.1702712,0.7575,6.17
1784966536.6710584,0.75188,6.17
1784966537.1719315,0.7475,6.17
1784966537.6728008,0.75186,6.17
1784966538.173277,0.755,6.17
1784966538.6740847,0.75188,6.16
1784966539.1748872,0.7475,6.16
1784966539.6782818,0.75,6.16
1784966540.1791008,0.7575,6.16
1784966540.6812549,0.75186,6.16
1784966541.1821175,0.7475,6.16
1784966541.6829367,0.7575,6.16
1784966542.1862726,0.75186,6.16
1784966542.68708,0.75312,6.16
1784966543.1878617,0.745,6.16
1784966543.6902795,0.7575,5.99
1784966544.1910844,0.7581,5.99
1784966544.691881,0.74378,5.99
1784966545.1923177,0.755,5.99
1784966545.693184,0.7525,5.99
1784966546.1940558,0.7525,5.99
1784966546.6952796,0.75561,5.99
1784966547.196165,0.75312,5.99
1784966547.6969748,0.75062,5.99
1784966548.1972566,0.755,5.99
1784966548.6980426,0.755,5.99
1784966549.1988587,0.75062,5.99
1784966549.699647,0.745,5.99
1784966550.2012558,0.75434,5.99
1784966550.7020185,0.7525,5.99
1784966551.2042625,0.75124,5.99
1784966551.7050338,0.76,5.99
1784966552.205893,0.73881,5.99
1784966552.707276,0.76,5.99
1784966553.2081273,0.7525,5.99
1784966553.7093046,0.74876,5.99
1784966554.2132502,0.75743,5.99
1784966554.7141237,0.7475,5.99
1784966555.2153265,0.74813,5.99
1784966555.7161286,0.7594,5.99
1784966556.2169058,0.74314,5.99
1784966556.718278,0.7606,5.99
1784966557.219059,0.75,5.99
1784966557.719878,0.74564,5.99
1784966558.2202804,0.7575,5.99
1784966558.7210875,0.7475,6.15
1784966559.221883,0.75312,6.15
1784966559.722668,0.75124,6.15
1784966560.223456,0.75188,6.15
1784966560.7263303,0.75871,6.15
1784966561.2271538,0.75062,6.15
1784966561.7279549,0.74564,6.15
1784966562.2303078,0.7581,6.15
1784966562.731217,0.74813,6.15
1784966563.233296,0.74876,6.15
1784966563.734129,0.7619,6.3
1784966564.2349267,0.74,6.3
1784966564.736245,0.76368,6.3
1784966565.2370057,0.7625,6.3
1784966565.7378747,0.75124,6.3
1784966566.2392747,0.75,6.3
1784966566.740026,0.775,6.3
1784966567.2408009,0.7925,6.3
