run_id,campaign,started,backend,config,feeds,speedup,plan,host,git_head,n_code_files,n_produced,n_consumed,n_matched,transport_median_ms,tti_median_ms,n_negative_transport,frac_negative_transport,transport_integrity,used_by,load_bearing,load_bearing_why
concurrency_n12_20260723_050408_kafka_feed10_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.610897,,1,0.006944,usable,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed10_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.590792,,4,0.027778,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed10_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.60921,,3,0.020833,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed11_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed11_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed11_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed12_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.52032,,8,0.054054,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed12_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.532227,,6,0.040541,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed12_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.54003,,0,0.0,usable,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed1_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.565428,,6,0.040541,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed1_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.559039,,5,0.033784,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed1_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.560626,,1,0.006757,usable,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed2_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.506334,,7,0.098592,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed2_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.533244,,5,0.070423,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed2_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.572725,,0,0.0,usable,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed3_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.527025,,4,0.033058,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed3_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.566825,,3,0.024793,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed3_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.572113,,3,0.024793,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed4_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.590382,,8,0.071429,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed4_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.577882,,9,0.080357,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed4_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.595384,,5,0.044643,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed5_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.538492,,8,0.055172,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed5_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.582099,,10,0.068966,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed5_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.546705,,4,0.027586,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed6_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.592089,,8,0.090909,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed6_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.551366,,0,0.0,usable,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed6_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.465741,,1,0.011364,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed7_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.642441,,2,0.021277,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed7_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.588078,,3,0.031915,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed7_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.599961,,9,0.095745,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed8_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.599706,,15,0.104895,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed8_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.543381,,4,0.027972,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed8_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.55678,,5,0.034965,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed9_rep1,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.543199,,3,0.023622,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed9_rep2,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.532052,,7,0.055118,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_kafka_feed9_rep3,concurrency,2026-07-23T05:04:08Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.547987,,16,0.125984,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed10_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.485491,,19,0.131944,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed10_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.35998,,17,0.118056,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed10_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.52032,,29,0.201389,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed11_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,0,5,0,,,0,,no-matched-events,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed11_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,0,5,0,,,0,,no-matched-events,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed11_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,0,5,0,,,0,,no-matched-events,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed12_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.106973,,31,0.209459,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed12_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.148162,,12,0.081081,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed12_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.135031,,21,0.141892,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed1_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.145577,,22,0.148649,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed1_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.097773,,32,0.216216,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed1_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.100419,,24,0.162162,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed2_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.23605,,11,0.15493,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed2_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.10509,,17,0.239437,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed2_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.145161,,8,0.112676,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed3_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.114956,,27,0.22314,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed3_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.192945,,8,0.066116,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed3_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.102277,,21,0.173554,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed4_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.324004,,15,0.133929,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed4_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.112161,,13,0.116071,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed4_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.194538,,15,0.133929,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed5_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.090759,,26,0.17931,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed5_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.192133,,20,0.137931,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed5_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.165783,,11,0.075862,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed6_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,125,125,125,0.397907,,23,0.184,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed6_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,125,125,125,0.186816,,19,0.152,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed6_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,125,125,125,0.097518,,19,0.152,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed7_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.492036,,18,0.191489,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed7_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.309227,,15,0.159574,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed7_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.599866,,11,0.117021,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed8_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.324775,,19,0.132867,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed8_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.121765,,33,0.230769,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed8_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.136759,,29,0.202797,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed9_rep1,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.101495,,28,0.220472,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed9_rep2,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.133903,,31,0.244094,condemned,,yes,condition:depth
concurrency_n12_20260723_050408_redis_feed9_rep3,concurrency,2026-07-23T05:04:08Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.105561,,25,0.19685,condemned,,yes,condition:depth
concurrency_n12_20260724_062751_kafka_feed10_rep1,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.532543,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep10,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.577221,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep11,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.554597,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep12,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.553895,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep13,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.585774,,5,0.034722,condemned,,no,
concurrency_n12_20260724_062751_kafka_feed10_rep14,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.55706,,2,0.013889,condemned,,no,
concurrency_n12_20260724_062751_kafka_feed10_rep15,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.556029,,3,0.020833,condemned,,no,
concurrency_n12_20260724_062751_kafka_feed10_rep2,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.538161,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep3,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.535473,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep4,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.552403,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep5,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.530856,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep6,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.550165,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep7,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.531141,,7,0.048611,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep8,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.57238,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed10_rep9,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.568704,,2,0.013889,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed11_rep1,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep10,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep11,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep12,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep13,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep14,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep15,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep2,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep3,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep4,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep5,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep6,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep7,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep8,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed11_rep9,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_062751_kafka_feed12_rep1,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.493308,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep10,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.514375,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep11,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.526629,,4,0.027027,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep12,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.515642,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep13,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.478581,,2,0.013514,condemned,,no,
concurrency_n12_20260724_062751_kafka_feed12_rep14,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.561487,,1,0.006757,usable,,no,
concurrency_n12_20260724_062751_kafka_feed12_rep15,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.526529,,1,0.006757,usable,,no,
concurrency_n12_20260724_062751_kafka_feed12_rep2,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.518356,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep3,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.514682,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep4,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.540806,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep5,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.535752,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep6,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.516819,,1,0.006757,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_kafka_feed12_rep7,concurrency,2026-07-24T06:27:51Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.526313,,3,0.02027,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
