run_id,campaign,started,backend,config,feeds,speedup,plan,host,git_head,n_code_files,n_produced,n_consumed,n_matched,transport_median_ms,tti_median_ms,n_negative_transport,frac_negative_transport,transport_integrity,used_by,load_bearing,load_bearing_why
concurrency_n12_20260724_062751_redis_feed8_rep14,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.36094,,4,0.027972,condemned,,no,
concurrency_n12_20260724_062751_redis_feed8_rep15,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.5104,,1,0.006993,usable,,no,
concurrency_n12_20260724_062751_redis_feed8_rep2,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.151461,,3,0.020979,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep3,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.270674,,3,0.020979,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep4,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.135568,,2,0.013986,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep5,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.539383,,0,0.0,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep6,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.674008,,2,0.013986,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep7,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.194106,,2,0.013986,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep8,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.611043,,1,0.006993,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed8_rep9,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.561467,,2,0.013986,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep1,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.097158,,2,0.015748,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep10,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.126693,,3,0.023622,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep11,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.116728,,2,0.015748,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep12,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.102617,,4,0.031496,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep13,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.112632,,2,0.015748,condemned,,no,
concurrency_n12_20260724_062751_redis_feed9_rep14,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.107834,,1,0.007874,usable,,no,
concurrency_n12_20260724_062751_redis_feed9_rep15,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.102996,,1,0.007874,usable,,no,
concurrency_n12_20260724_062751_redis_feed9_rep2,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.111781,,1,0.007874,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep3,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.104751,,2,0.015748,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep4,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.117691,,8,0.062992,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep5,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.099281,,2,0.015748,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep6,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.104009,,3,0.023622,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep7,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.091701,,1,0.007874,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep8,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.09771,,1,0.007874,usable,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_062751_redis_feed9_rep9,concurrency,2026-07-24T06:27:51Z,redis,redis,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.11089,,2,0.015748,condemned,transport_rt/realtime_concurrency_by_run.csv,yes,aggregate:transport_rt/realtime_concurrency_by_run.csv
concurrency_n12_20260724_171044_kafka_feed10_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.565102,,2,0.013889,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.575559,,2,0.013889,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.510374,,5,0.034722,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.58574,,2,0.013889,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.573612,,2,0.013889,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.561963,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.52066,,5,0.034722,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed10_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,144,144,144,0.553606,,5,0.034722,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed11_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,,5,,,,,,not-assessed,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.529764,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.499007,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.50774,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.541402,,3,0.02027,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.505091,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.490619,,4,0.027027,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.483538,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed12_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.525136,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.547671,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.508026,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.548558,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.544928,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.520595,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.496007,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.54403,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed1_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,148,148,148,0.549153,,1,0.006757,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.585755,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.553956,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.554918,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.53064,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.529319,,5,0.070423,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.543921,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.512962,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed2_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,109,71,71,0.570641,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.528517,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.524641,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.556009,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.515157,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.528267,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.517751,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.567586,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed3_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,121,121,121,0.525142,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.554507,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.564132,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.580086,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.583551,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.512793,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.601814,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.514005,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed4_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,112,112,112,0.547676,,1,0.008929,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.535066,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.544552,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.529088,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.579304,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.533464,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.513584,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.539984,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed5_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,145,145,145,0.54307,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.511341,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.546574,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.48099,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.482998,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.494661,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.534822,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.541022,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed6_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,125,88,88,0.532883,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.538037,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.591308,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.543245,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.574187,,7,0.074468,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.552299,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.53973,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.522963,,7,0.074468,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed7_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,149,94,94,0.528142,,0,0.0,usable,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.552283,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.547635,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.512482,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.559244,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.519263,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.536259,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.550921,,3,0.020979,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed8_rep8,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,168,143,143,0.567457,,6,0.041958,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep1,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.538843,,1,0.007874,usable,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep2,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.542028,,1,0.007874,usable,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep3,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.494485,,1,0.007874,usable,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep4,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.523389,,6,0.047244,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep5,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.534757,,6,0.047244,condemned,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep6,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.528236,,1,0.007874,usable,,no,
concurrency_n12_20260724_171044_kafka_feed9_rep7,concurrency,2026-07-24T17:10:44Z,kafka,kafka-single,12,0.008333,replay_plan.csv,sbl-drv,,4,127,127,127,0.524962,,1,0.007874,usable,,no,
