run_id,campaign,started,backend,config,feeds,speedup,plan,host,git_head,n_code_files,n_produced,n_consumed,n_matched,transport_median_ms,tti_median_ms,n_negative_transport,frac_negative_transport,integrity,used_by,load_bearing,load_bearing_why
ack_run,ack-probe,,,,,,,,,0,,3,,,,,,not-assessed,,no,
batch9_20260617_kafka_cluster_s1_n1_rep1,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,1211.8617,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s1_n1_rep2,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,850.2738,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s1_n1_rep3,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,1219.3446,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2_n1_rep1,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1025.0287,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2_n1_rep2,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1118.1073,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2_n1_rep3,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,783.184,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2full_n1_rep1,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,29.0316,,10,0.001985,usable,,no,
batch9_20260617_kafka_cluster_s2full_n1_rep2,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,22.5599,,16,0.003176,usable,,no,
batch9_20260617_kafka_cluster_s2full_n1_rep3,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,14.9426,,12,0.002382,usable,,no,
batch9_20260617_kafka_cluster_s2sf12_n1_rep1,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1035.3698,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2sf12_n1_rep2,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1661.3763,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2sf12_n1_rep3,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,900.8115,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2sf12j2_n1_rep1,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,944.0583,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2sf12j2_n1_rep2,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,496.1369,,0,0.0,usable,,no,
batch9_20260617_kafka_cluster_s2sf12j2_n1_rep3,s2-batch,,kafka,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1053.6501,,0,0.0,usable,,no,
batch9_20260617_kafka_single_s1_n1_rep1,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,0.9955,,1134,0.495413,condemned,,no,
batch9_20260617_kafka_single_s1_n1_rep2,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,13.93,,802,0.350371,condemned,,no,
batch9_20260617_kafka_single_s1_n1_rep3,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,-4.7109,,1674,0.731324,condemned,,no,
batch9_20260617_kafka_single_s2_n1_rep1,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-12.1496,,3318,0.743113,condemned,,no,
batch9_20260617_kafka_single_s2_n1_rep2,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-12.2783,,3365,0.753639,condemned,,no,
batch9_20260617_kafka_single_s2_n1_rep3,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-16.3179,,3765,0.843225,condemned,,no,
batch9_20260617_kafka_single_s2full_n1_rep1,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,3.3327,,191,0.037919,condemned,,no,
batch9_20260617_kafka_single_s2full_n1_rep2,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,3.0032,,131,0.026008,condemned,,no,
batch9_20260617_kafka_single_s2full_n1_rep3,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,3.0003,,184,0.03653,condemned,,no,
batch9_20260617_kafka_single_s2sf12_n1_rep1,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-8.288,,3146,0.704591,condemned,,no,
batch9_20260617_kafka_single_s2sf12_n1_rep2,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-11.2305,,3551,0.795297,condemned,,no,
batch9_20260617_kafka_single_s2sf12_n1_rep3,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-12.8188,,3676,0.823292,condemned,,no,
batch9_20260617_kafka_single_s2sf12j2_n1_rep1,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-12.1678,,3535,0.791713,condemned,,no,
batch9_20260617_kafka_single_s2sf12j2_n1_rep2,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-15.4796,,3550,0.795073,condemned,,no,
batch9_20260617_kafka_single_s2sf12j2_n1_rep3,s2-batch,,kafka,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,-10.1303,,3229,0.72318,condemned,,no,
batch9_20260617_redis_cluster_s1_n1_rep1,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,1562.7941,,30,0.013106,condemned,,no,
batch9_20260617_redis_cluster_s1_n1_rep2,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,1524.3957,,25,0.010922,condemned,,no,
batch9_20260617_redis_cluster_s1_n1_rep3,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,1378.0038,,27,0.011796,condemned,,no,
batch9_20260617_redis_cluster_s2_n1_rep1,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2947.038,,8,0.001792,usable,,no,
batch9_20260617_redis_cluster_s2_n1_rep2,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2809.644,,15,0.003359,usable,,no,
batch9_20260617_redis_cluster_s2_n1_rep3,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2873.6063,,73,0.016349,condemned,,no,
batch9_20260617_redis_cluster_s2full_n1_rep1,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,1557.8584,,1,0.000199,usable,,no,
batch9_20260617_redis_cluster_s2full_n1_rep2,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,1438.5896,,0,0.0,usable,,no,
batch9_20260617_redis_cluster_s2full_n1_rep3,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,1513.5913,,1,0.000199,usable,,no,
batch9_20260617_redis_cluster_s2sf12_n1_rep1,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2786.2722,,16,0.003583,usable,,no,
batch9_20260617_redis_cluster_s2sf12_n1_rep2,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2711.5608,,8,0.001792,usable,,no,
batch9_20260617_redis_cluster_s2sf12_n1_rep3,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2779.3647,,6,0.001344,usable,,no,
batch9_20260617_redis_cluster_s2sf12j2_n1_rep1,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2777.7535,,10,0.00224,usable,,no,
batch9_20260617_redis_cluster_s2sf12j2_n1_rep2,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2788.3673,,15,0.003359,usable,,no,
batch9_20260617_redis_cluster_s2sf12j2_n1_rep3,s2-batch,,redis,cluster,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,2685.6309,,10,0.00224,usable,,no,
batch9_20260617_redis_single_s1_n1_rep1,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,443.5878,,1,0.000437,usable,,no,
batch9_20260617_redis_single_s1_n1_rep2,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,501.0999,,3,0.001311,usable,,no,
batch9_20260617_redis_single_s1_n1_rep3,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,2289,2289,2289,507.5697,,9,0.003932,usable,,no,
batch9_20260617_redis_single_s2_n1_rep1,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,949.9667,,22,0.004927,usable,,no,
batch9_20260617_redis_single_s2_n1_rep2,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,958.9999,,48,0.01075,condemned,,no,
batch9_20260617_redis_single_s2_n1_rep3,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,1044.728,,5,0.00112,usable,,no,
batch9_20260617_redis_single_s2full_n1_rep1,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,8.0436,,28,0.005559,usable,,no,
batch9_20260617_redis_single_s2full_n1_rep2,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,8.0867,,31,0.006154,usable,,no,
batch9_20260617_redis_single_s2full_n1_rep3,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,5037,5037,5037,8.0187,,36,0.007147,usable,,no,
batch9_20260617_redis_single_s2sf12_n1_rep1,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,662.8129,,2,0.000448,usable,,no,
batch9_20260617_redis_single_s2sf12_n1_rep2,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,702.9408,,4,0.000896,usable,,no,
batch9_20260617_redis_single_s2sf12_n1_rep3,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,717.2369,,3,0.000672,usable,,no,
batch9_20260617_redis_single_s2sf12j2_n1_rep1,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,686.7523,,8,0.001792,usable,,no,
batch9_20260617_redis_single_s2sf12j2_n1_rep2,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,754.2917,,47,0.010526,condemned,,no,
batch9_20260617_redis_single_s2sf12j2_n1_rep3,s2-batch,,redis,single,1,120,combined_plan.csv,,2a74434fa524,4,4465,4465,4465,778.5342,,46,0.010302,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acks1_rep1,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-11.8432,,3726,0.83449,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acks1_rep2,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-10.6207,,3591,0.804255,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acks1_rep3,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-10.5284,,3193,0.715118,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acksall_rep1,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-4.0408,,2759,0.617917,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acksall_rep2,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-6.0091,,3093,0.692721,condemned,,no,
batch9p_20260617_kafka_single_s2sf12_acksall_rep3,s2sf12-acks,,kafka,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,-12.0004,,3600,0.806271,condemned,,no,
batch9p_20260617_redis_single_s2sf12_aofalways_rep1,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,12808.9102,,2,0.000448,usable,,no,
batch9p_20260617_redis_single_s2sf12_aofalways_rep2,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,12944.7084,,2,0.000448,usable,,no,
batch9p_20260617_redis_single_s2sf12_aofalways_rep3,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,12890.7459,,1,0.000224,usable,,no,
batch9p_20260617_redis_single_s2sf12_aofeverysec_rep1,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,818.8143,,20,0.004479,usable,,no,
batch9p_20260617_redis_single_s2sf12_aofeverysec_rep2,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,861.8111,,86,0.019261,condemned,,no,
batch9p_20260617_redis_single_s2sf12_aofeverysec_rep3,s2sf12-acks,,redis,single,,120,combined_plan.csv,,e41f63a7a2ff,4,4465,4465,4465,745.0457,,7,0.001568,usable,,no,
concurrency_n10_20260617_162947_kafka_feed10_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0009,,63,0.01411,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed1_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0003,,48,0.01075,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed2_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,0.9999,,117,0.026204,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed3_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0005,,67,0.015006,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed4_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,0.9996,,86,0.019261,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed5_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,0.9988,,87,0.019485,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed6_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0009,,55,0.012318,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed7_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,0.9999,,60,0.013438,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed8_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0009,,58,0.01299,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_kafka_feed9_rep1,concurrency,2026-06-17T16:29:47Z,kafka,kafka-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,1.0006,,80,0.017917,condemned,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed10_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,4523.6408,,10,0.00224,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed1_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,4565.1876,,13,0.002912,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed2_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,6599.5207,,33,0.007391,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed3_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,5258.8495,,29,0.006495,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed4_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,5507.1787,,32,0.007167,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed5_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,4729.7536,,14,0.003135,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed6_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,4514.2972,,19,0.004255,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed7_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,5338.4052,,29,0.006495,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed8_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,6528.4823,,15,0.003359,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_162947_redis_feed9_rep1,concurrency,2026-06-17T16:29:47Z,redis,redis-single,10,120,combined_plan.csv,,866915ae3a49,4,4465,4465,4465,5277.6929,,15,0.003359,usable,integrity_windows/clock_integrity_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed10_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed10_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,4.0116,,779,0.174468,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed10_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.4816,,292,0.065398,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed1_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed1_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed1_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.518,,414,0.092721,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed2_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed2_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,5.0779,,554,0.124076,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed2_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.0008,,394,0.088242,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed3_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,4.796,,115,0.025756,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed3_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,5.0275,,578,0.129451,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed3_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.9936,,256,0.057335,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed4_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed4_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,4.997,,779,0.174468,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed4_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,5.0003,,486,0.108847,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed5_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed5_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,4.504,,667,0.149384,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed5_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.4629,,297,0.066517,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed6_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed6_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed6_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.0023,,348,0.07794,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed7_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,,,,,,,not-assessed,,no,
concurrency_n10_20260617_220303_kafka_feed7_rep2,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,4.5491,,861,0.192833,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed7_rep3,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.0477,,576,0.129003,condemned,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
concurrency_n10_20260617_220303_kafka_feed8_rep1,concurrency,2026-06-17T22:03:03Z,kafka,kafka-single,10,10,combined_plan.csv,,381cd3341c08,4,4465,4465,4465,3.174,,39,0.008735,usable,integrity_windows/clock_integrity_by_run.csv;realtime_concurrency/realtime_concurrency_by_run.csv,yes,aggregate:integrity_windows/clock_integrity_by_run.csv
