slot_ts,n_matches,competitions
2016-03-05 18:30:00,1,Premier League
2016-03-05 19:00:00,1,Serie A
2016-03-05 19:15:00,1,La Liga
2016-03-05 19:30:00,1,1. Bundesliga
2016-03-05 21:30:00,1,La Liga
2016-03-05 21:45:00,1,Serie A
2016-03-05 23:05:00,1,La Liga
2016-03-06 13:00:00,1,La Liga
2016-03-06 13:30:00,1,Serie A
2016-03-06 14:30:00,1,Premier League
2016-03-06 15:00:00,1,Ligue 1
2016-03-06 16:30:00,1,1. Bundesliga
2016-03-06 18:00:00,1,Ligue 1
2016-03-06 18:30:00,1,1. Bundesliga
2016-03-06 21:30:00,1,La Liga
2016-03-06 21:45:00,1,Serie A
2016-03-06 22:00:00,1,Ligue 1
2016-03-07 21:30:00,1,La Liga
2016-03-11 21:45:00,1,Serie A
2016-03-12 13:45:00,1,Premier League
2016-03-12 17:00:00,1,La Liga
2016-03-12 18:00:00,1,Ligue 1
2016-03-12 19:00:00,1,Serie A
2016-03-12 19:15:00,1,La Liga
2016-03-12 19:30:00,1,1. Bundesliga
2016-03-12 21:30:00,1,La Liga
2016-03-12 21:45:00,1,Serie A
2016-03-12 23:05:00,1,La Liga
2016-03-13 13:00:00,1,La Liga
2016-03-13 13:30:00,1,Serie A
2016-03-13 15:00:00,1,Ligue 1
2016-03-13 16:30:00,1,1. Bundesliga
2016-03-13 18:00:00,1,Ligue 1
2016-03-13 18:30:00,1,1. Bundesliga
2016-03-13 19:15:00,1,La Liga
2016-03-13 21:30:00,1,La Liga
2016-03-13 22:00:00,1,Ligue 1
2016-03-14 21:00:00,1,Premier League
2016-03-14 21:30:00,1,La Liga
2016-03-19 13:45:00,1,Premier League
2016-03-19 17:00:00,1,La Liga
2016-03-19 18:00:00,1,Ligue 1
2016-03-19 18:30:00,1,Premier League
2016-03-19 19:00:00,1,Serie A
2016-03-19 19:30:00,1,1. Bundesliga
2016-03-19 21:30:00,1,La Liga
2016-03-19 21:45:00,1,Serie A
2016-03-19 22:00:00,1,Ligue 1
2016-03-19 23:05:00,1,La Liga
2016-03-20 13:00:00,1,La Liga
2016-03-20 13:30:00,1,Serie A
2016-03-20 15:00:00,1,Ligue 1
2016-03-20 16:30:00,1,1. Bundesliga
2016-03-20 18:00:00,1,Ligue 1
2016-03-20 18:30:00,1,1. Bundesliga
2016-03-20 19:00:00,1,Serie A
2016-03-20 19:15:00,1,La Liga
2016-03-20 21:30:00,1,La Liga
2016-03-20 21:45:00,1,Serie A
2016-03-20 22:00:00,1,Ligue 1
2016-04-02 13:45:00,1,Premier League
2016-04-02 17:00:00,1,Ligue 1
2016-04-02 18:00:00,1,Serie A
2016-04-02 18:15:00,1,La Liga
2016-04-02 20:30:00,1,La Liga
2016-04-02 20:45:00,1,Serie A
2016-04-02 22:05:00,1,La Liga
2016-04-03 12:00:00,1,La Liga
2016-04-03 12:30:00,1,Serie A
2016-04-03 14:00:00,1,Ligue 1
2016-04-03 14:30:00,1,Premier League
2016-04-03 15:30:00,1,1. Bundesliga
2016-04-03 16:00:00,1,La Liga
2016-04-03 17:30:00,1,1. Bundesliga
2016-04-03 18:15:00,1,La Liga
2016-04-03 20:30:00,1,La Liga
2016-04-03 20:45:00,1,Serie A
2016-04-03 21:00:00,1,Ligue 1
2016-04-04 20:30:00,1,La Liga
2016-04-04 20:45:00,1,Serie A
2016-04-09 13:45:00,1,Premier League
2016-04-09 15:00:00,1,Serie A
2016-04-09 17:00:00,1,Ligue 1
2016-04-09 18:15:00,1,La Liga
2016-04-09 20:30:00,1,La Liga
2016-04-09 20:45:00,1,Serie A
2016-04-09 22:05:00,1,La Liga
2016-04-10 12:00:00,1,La Liga
2016-04-10 12:30:00,1,Serie A
2016-04-10 14:00:00,1,Ligue 1
2016-04-10 14:30:00,1,Premier League
2016-04-10 15:30:00,1,1. Bundesliga
2016-04-10 16:00:00,1,La Liga
2016-04-10 18:15:00,1,La Liga
2016-04-10 20:30:00,1,La Liga
2016-04-10 20:45:00,1,Serie A
2016-04-10 21:00:00,1,Ligue 1
2016-04-11 20:30:00,1,La Liga
2016-04-11 20:45:00,1,Serie A
2016-04-13 21:00:00,1,Premier League
2016-04-16 13:45:00,1,Premier League
2016-04-16 15:00:00,1,Serie A
2016-04-16 17:00:00,1,Ligue 1
2016-04-16 18:00:00,1,Serie A
2016-04-16 18:15:00,1,La Liga
2016-04-16 20:30:00,1,La Liga
2016-04-16 20:45:00,1,Serie A
2016-04-16 22:05:00,1,La Liga
2016-04-17 12:00:00,1,La Liga
2016-04-17 12:30:00,1,Serie A
2016-04-17 14:00:00,1,Ligue 1
2016-04-17 15:30:00,1,1. Bundesliga
2016-04-17 16:00:00,1,La Liga
2016-04-17 17:30:00,1,1. Bundesliga
2016-04-17 18:00:00,1,Serie A
2016-04-17 20:30:00,1,La Liga
2016-04-17 20:45:00,1,Serie A
2016-04-17 21:00:00,1,Ligue 1
2016-04-18 21:00:00,1,Premier League
2016-04-19 20:00:00,1,La Liga
2016-04-19 21:00:00,1,La Liga
2016-04-20 18:30:00,1,Serie A
2016-04-20 20:00:00,1,La Liga
2016-04-20 22:00:00,1,La Liga
2016-04-21 20:30:00,1,La Liga
2016-04-21 21:00:00,1,La Liga
2016-04-22 21:00:00,1,La Liga
2016-04-23 13:45:00,1,Premier League
2016-04-23 17:30:00,1,Ligue 1
2016-04-23 18:15:00,1,La Liga
2016-04-23 18:30:00,1,1. Bundesliga
2016-04-23 20:30:00,1,La Liga
2016-04-23 20:45:00,1,Serie A
2016-04-23 22:05:00,1,La Liga
2016-04-24 12:00:00,1,La Liga
2016-04-24 12:30:00,1,Serie A
2016-04-24 14:00:00,1,Ligue 1
2016-04-24 15:05:00,1,Premier League
2016-04-24 15:30:00,1,1. Bundesliga
2016-04-24 16:00:00,1,La Liga
2016-04-24 17:15:00,1,Premier League
2016-04-24 17:30:00,1,1. Bundesliga
2016-04-24 18:15:00,1,La Liga
2016-04-24 20:30:00,1,La Liga
2016-04-24 20:45:00,1,Serie A
2016-04-24 21:00:00,1,Ligue 1
2016-04-25 15:00:00,1,Serie A
2016-04-25 17:00:00,1,Serie A
2016-04-25 19:00:00,1,Serie A
2016-04-25 20:30:00,1,La Liga
2016-04-25 21:00:00,1,Premier League
2016-04-27 18:30:00,1,Ligue 1
2016-04-30 14:00:00,1,Ligue 1
2016-04-30 17:00:00,1,Ligue 1
2016-04-30 18:00:00,1,Serie A
2016-04-30 18:15:00,1,La Liga
2016-04-30 20:30:00,1,La Liga
2016-04-30 20:45:00,1,Serie A
2016-04-30 21:00:00,1,Ligue 1
2016-04-30 22:05:00,1,La Liga
2016-05-01 12:00:00,1,La Liga
2016-05-01 12:30:00,1,Serie A
2016-05-01 13:00:00,1,Premier League
2016-05-01 15:05:00,1,Premier League
2016-05-01 16:00:00,1,La Liga
2016-05-01 17:00:00,1,Ligue 1
2016-05-01 17:30:00,1,Premier League
2016-05-01 18:15:00,1,La Liga
2016-05-01 20:30:00,1,La Liga
2016-05-01 20:45:00,1,Serie A
2016-05-02 19:00:00,1,Serie A
2016-05-02 20:15:00,1,1. Bundesliga
2016-05-02 20:30:00,1,La Liga
2016-05-07 13:45:00,1,Premier League
2016-05-07 18:00:00,1,Serie A
2016-05-07 18:30:00,1,Premier League
2016-05-07 20:45:00,1,Serie A
2016-05-08 12:30:00,1,Serie A
2016-05-08 14:30:00,1,Premier League
2016-05-10 21:30:00,1,Premier League
2016-05-11 20:30:00,1,Ligue 1
2016-05-11 21:00:00,1,Premier League
2016-05-13 20:30:00,1,La Liga
2016-05-15 12:00:00,1,La Liga
2016-05-15 19:00:00,1,La Liga
2016-05-17 21:00:00,1,Premier League
2016-05-28 20:45:00,1,Champions League
2016-08-20 18:15:00,1,La Liga
2016-08-28 20:15:00,1,La Liga
2016-09-10 20:30:00,1,La Liga
2016-09-17 13:00:00,1,La Liga
2016-09-21 22:00:00,1,La Liga
2016-10-15 16:15:00,1,La Liga
2016-10-22 16:15:00,1,La Liga
2016-10-29 20:45:00,1,La Liga
2016-11-06 20:45:00,1,La Liga
2016-11-27 20:45:00,1,La Liga
2016-12-03 16:15:00,1,La Liga
2016-12-10 13:00:00,1,La Liga
2016-12-18 20:45:00,1,La Liga
2017-01-08 20:45:00,1,La Liga
2017-01-14 16:15:00,1,La Liga
2017-01-22 20:45:00,1,La Liga
2017-01-29 12:00:00,1,La Liga
2017-02-04 16:15:00,1,La Liga
2017-02-11 16:15:00,1,La Liga
2017-02-19 20:45:00,1,La Liga
2017-02-26 16:15:00,1,La Liga
2017-03-01 19:30:00,1,La Liga
2017-03-04 20:45:00,1,La Liga
2017-03-12 16:15:00,1,La Liga
2017-03-19 20:45:00,1,La Liga
2017-04-05 19:30:00,1,La Liga
2017-04-08 20:45:00,1,La Liga
2017-04-15 20:45:00,1,La Liga
2017-04-23 20:45:00,1,La Liga
2017-04-26 19:30:00,1,La Liga
2017-04-29 20:45:00,1,La Liga
2017-05-06 18:30:00,1,La Liga
2017-05-14 20:00:00,1,La Liga
2017-05-21 20:00:00,1,La Liga
2017-06-03 20:45:00,1,Champions League
2017-08-20 20:15:00,1,La Liga
2017-08-26 18:15:00,1,La Liga
2017-09-09 20:45:00,1,La Liga
2017-09-16 16:15:00,1,La Liga
2017-09-19 22:00:00,1,La Liga
2017-09-23 20:45:00,1,La Liga
2017-10-01 16:15:00,1,La Liga
2017-10-14 20:45:00,1,La Liga
2017-10-21 20:45:00,1,La Liga
2017-10-28 20:45:00,1,La Liga
2017-11-04 20:45:00,1,La Liga
2017-11-18 16:15:00,1,La Liga
2017-11-26 20:45:00,1,La Liga
2017-12-02 13:00:00,1,La Liga
2017-12-10 20:45:00,1,La Liga
2017-12-17 20:45:00,1,La Liga
2017-12-23 13:00:00,1,La Liga
2018-01-07 16:15:00,1,La Liga
2018-01-14 20:45:00,1,La Liga
2018-01-21 20:45:00,1,La Liga
2018-01-28 20:45:00,1,La Liga
2018-02-04 16:15:00,1,La Liga
2018-02-11 16:15:00,1,La Liga
2018-02-17 16:15:00,1,La Liga
2018-03-01 21:00:00,1,La Liga
2018-03-04 16:15:00,1,La Liga
2018-03-18 16:15:00,1,La Liga
2018-03-31 20:45:00,1,La Liga
2018-04-07 20:45:00,1,La Liga
2018-04-14 16:15:00,1,La Liga
2018-04-15 01:00:00,1,NWSL
2018-04-17 21:00:00,1,La Liga
2018-04-29 20:45:00,1,La Liga
2018-05-05 21:30:00,1,NWSL
2018-05-06 03:00:00,1,NWSL
2018-05-06 20:45:00,1,La Liga
2018-05-06 21:00:00,1,NWSL
2018-05-09 20:00:00,1,La Liga
2018-05-13 01:00:00,1,NWSL
2018-05-20 01:00:00,1,NWSL
2018-05-20 20:45:00,1,La Liga
2018-05-24 01:30:00,1,NWSL
2018-05-26 20:45:00,1,Champions League
2018-05-31 04:30:00,1,NWSL
2018-06-03 01:00:00,1,NWSL
2018-06-03 03:00:00,1,NWSL
2018-06-04 01:00:00,1,NWSL
2018-06-04 03:00:00,1,NWSL
2018-06-14 17:00:00,1,FIFA World Cup
2018-06-15 14:00:00,1,FIFA World Cup
2018-06-15 17:00:00,1,FIFA World Cup
2018-06-15 20:00:00,1,FIFA World Cup
2018-06-16 12:00:00,1,FIFA World Cup
2018-06-16 15:00:00,1,FIFA World Cup
2018-06-16 18:00:00,1,FIFA World Cup
2018-06-16 21:00:00,1,FIFA World Cup
2018-06-17 14:00:00,1,FIFA World Cup
2018-06-17 17:00:00,1,FIFA World Cup
2018-06-17 20:00:00,1,FIFA World Cup
2018-06-18 14:00:00,1,FIFA World Cup
2018-06-18 17:00:00,1,FIFA World Cup
2018-06-18 20:00:00,1,FIFA World Cup
2018-06-19 14:00:00,1,FIFA World Cup
2018-06-19 17:00:00,1,FIFA World Cup
2018-06-19 20:00:00,1,FIFA World Cup
2018-06-20 14:00:00,1,FIFA World Cup
2018-06-20 17:00:00,1,FIFA World Cup
2018-06-20 20:00:00,1,FIFA World Cup
2018-06-21 14:00:00,1,FIFA World Cup
2018-06-21 17:00:00,1,FIFA World Cup
2018-06-21 20:00:00,1,FIFA World Cup
2018-06-22 14:00:00,1,FIFA World Cup
2018-06-22 17:00:00,1,FIFA World Cup
2018-06-22 20:00:00,1,FIFA World Cup
2018-06-23 14:00:00,1,FIFA World Cup
2018-06-23 17:00:00,1,FIFA World Cup
2018-06-23 20:00:00,1,FIFA World Cup
2018-06-24 14:00:00,1,FIFA World Cup
2018-06-24 17:00:00,1,FIFA World Cup
2018-06-24 20:00:00,1,FIFA World Cup
2018-06-30 16:00:00,1,FIFA World Cup
2018-06-30 20:00:00,1,FIFA World Cup
2018-06-30 21:30:00,1,NWSL
2018-07-01 16:00:00,1,FIFA World Cup
2018-07-01 20:00:00,1,FIFA World Cup
2018-07-02 00:00:00,1,NWSL
2018-07-02 16:00:00,1,FIFA World Cup
2018-07-02 20:00:00,1,FIFA World Cup
2018-07-03 16:00:00,1,FIFA World Cup
2018-07-03 20:00:00,1,FIFA World Cup
2018-07-05 01:00:00,1,NWSL
2018-07-06 16:00:00,1,FIFA World Cup
2018-07-06 20:00:00,1,FIFA World Cup
2018-07-07 05:00:00,1,NWSL
2018-07-07 16:00:00,1,FIFA World Cup
2018-07-07 20:00:00,1,FIFA World Cup
2018-07-08 01:00:00,1,NWSL
2018-07-08 01:30:00,1,NWSL
2018-07-08 04:00:00,1,NWSL
2018-07-10 20:00:00,1,FIFA World Cup
2018-07-11 20:00:00,1,FIFA World Cup
2018-07-12 01:00:00,1,NWSL
2018-07-12 02:30:00,1,NWSL
2018-07-12 04:30:00,1,NWSL
2018-07-14 16:00:00,1,FIFA World Cup
2018-07-15 02:00:00,1,NWSL
2018-07-15 17:00:00,1,FIFA World Cup
2018-07-16 05:00:00,1,NWSL
2018-07-21 04:00:00,1,NWSL
2018-07-22 01:00:00,1,NWSL
2018-08-06 01:30:00,1,NWSL
2018-08-06 02:30:00,1,NWSL
2018-08-06 03:00:00,1,NWSL
2018-08-09 04:00:00,1,NWSL
2018-08-11 02:00:00,1,NWSL
2018-08-12 01:30:00,1,NWSL
2018-08-18 22:15:00,1,La Liga
2018-08-25 22:15:00,1,La Liga
2018-09-02 18:30:00,1,La Liga
2018-09-09 13:30:00,1,FA Women's Super League
2018-09-15 16:15:00,1,La Liga
2018-09-19 20:00:00,1,FA Women's Super League
2018-09-20 20:00:00,1,FA Women's Super League
2018-09-23 13:15:00,1,FA Women's Super League
2018-09-23 20:45:00,1,La Liga
2018-09-26 20:00:00,1,La Liga
2018-09-29 16:15:00,1,La Liga
2018-09-30 13:30:00,1,FA Women's Super League
2018-09-30 16:00:00,1,FA Women's Super League
2018-10-07 20:45:00,1,La Liga
2018-10-14 13:30:00,1,FA Women's Super League
2018-10-14 16:00:00,1,FA Women's Super League
2018-10-20 20:45:00,1,La Liga
2018-10-21 13:30:00,1,FA Women's Super League
2018-10-26 20:00:00,1,FA Women's Super League
2018-10-28 13:30:00,1,FA Women's Super League
2018-10-28 16:00:00,1,FA Women's Super League
2018-11-04 13:30:00,1,FA Women's Super League
2018-11-11 16:15:00,1,La Liga
2018-11-17 16:00:00,1,FA Women's Super League
2018-11-18 13:30:00,1,FA Women's Super League
2018-11-24 20:45:00,1,La Liga
2018-11-25 13:30:00,1,FA Women's Super League
2018-12-02 13:00:00,1,FA Women's Super League
2018-12-02 13:30:00,1,FA Women's Super League
2018-12-02 18:30:00,1,La Liga
2018-12-08 20:45:00,1,La Liga
2018-12-09 13:15:00,1,FA Women's Super League
2018-12-09 15:30:00,1,FA Women's Super League
2018-12-09 16:00:00,1,FA Women's Super League
2018-12-16 20:45:00,1,La Liga
2018-12-22 18:30:00,1,La Liga
2019-01-06 13:30:00,1,FA Women's Super League
2019-01-06 16:00:00,1,FA Women's Super League
2019-01-06 20:45:00,1,La Liga
2019-01-13 13:30:00,1,FA Women's Super League
2019-01-13 18:30:00,1,La Liga
2019-01-20 20:45:00,1,La Liga
2019-01-27 13:30:00,1,FA Women's Super League
2019-01-27 16:00:00,1,FA Women's Super League
2019-01-27 16:15:00,1,La Liga
2019-01-28 20:00:00,1,FA Women's Super League
2019-02-02 18:30:00,1,La Liga
2019-02-10 14:00:00,1,FA Women's Super League
2019-02-10 16:00:00,1,FA Women's Super League
2019-02-10 20:45:00,1,La Liga
2019-02-16 20:45:00,1,La Liga
2019-02-20 20:00:00,1,FA Women's Super League
2019-02-20 20:45:00,1,FA Women's Super League
2019-02-23 16:15:00,1,La Liga
2019-03-02 20:45:00,1,La Liga
2019-03-09 18:30:00,1,La Liga
2019-03-13 20:00:00,1,FA Women's Super League
2019-03-13 20:30:00,1,FA Women's Super League
2019-03-14 20:30:00,1,FA Women's Super League
2019-03-17 20:45:00,1,La Liga
2019-03-24 13:30:00,1,FA Women's Super League
2019-03-24 16:00:00,1,FA Women's Super League
2019-03-30 16:15:00,1,La Liga
2019-03-31 13:30:00,1,FA Women's Super League
2019-03-31 16:00:00,1,FA Women's Super League
2019-04-02 21:30:00,1,La Liga
2019-04-06 20:45:00,1,La Liga
2019-04-17 20:00:00,1,FA Women's Super League
2019-04-17 20:45:00,1,FA Women's Super League
2019-04-20 14:00:00,1,FA Women's Super League
2019-04-20 20:45:00,1,La Liga
2019-04-21 13:30:00,1,FA Women's Super League
2019-04-21 15:00:00,1,FA Women's Super League
2019-04-21 16:00:00,1,FA Women's Super League
2019-04-23 21:30:00,1,La Liga
2019-04-27 20:45:00,1,La Liga
2019-04-28 13:15:00,1,FA Women's Super League
2019-04-28 16:00:00,1,FA Women's Super League
2019-05-12 18:30:00,1,La Liga
2019-05-19 16:15:00,1,La Liga
2019-06-01 21:00:00,1,Champions League
2019-06-07 21:00:00,1,Women's World Cup
2019-06-08 15:00:00,1,Women's World Cup
2019-06-08 18:00:00,1,Women's World Cup
2019-06-08 21:00:00,1,Women's World Cup
2019-06-09 13:00:00,1,Women's World Cup
2019-06-09 15:30:00,1,Women's World Cup
2019-06-09 18:00:00,1,Women's World Cup
2019-06-10 18:00:00,1,Women's World Cup
2019-06-10 21:00:00,1,Women's World Cup
2019-06-11 15:00:00,1,Women's World Cup
2019-06-11 18:00:00,1,Women's World Cup
2019-06-11 21:00:00,1,Women's World Cup
2019-06-12 15:00:00,1,Women's World Cup
2019-06-12 18:00:00,1,Women's World Cup
2019-06-12 21:00:00,1,Women's World Cup
2019-06-13 18:00:00,1,Women's World Cup
2019-06-13 21:00:00,1,Women's World Cup
2019-06-14 15:00:00,1,Women's World Cup
2019-06-14 18:00:00,1,Women's World Cup
2019-06-14 21:00:00,1,Women's World Cup
2019-06-15 15:00:00,1,Women's World Cup
2019-06-15 21:00:00,1,Women's World Cup
2019-06-16 15:00:00,1,Women's World Cup
2019-06-16 18:00:00,1,Women's World Cup
2019-06-22 17:30:00,1,Women's World Cup
2019-06-22 21:00:00,1,Women's World Cup
2019-06-23 17:30:00,1,Women's World Cup
2019-06-23 21:00:00,1,Women's World Cup
2019-06-24 18:00:00,1,Women's World Cup
2019-06-24 21:00:00,1,Women's World Cup
2019-06-25 18:00:00,1,Women's World Cup
2019-06-25 21:00:00,1,Women's World Cup
2019-06-27 21:00:00,1,Women's World Cup
2019-06-28 21:00:00,1,Women's World Cup
2019-06-29 15:00:00,1,Women's World Cup
2019-06-29 18:30:00,1,Women's World Cup
2019-07-02 21:00:00,1,Women's World Cup
2019-07-03 21:00:00,1,Women's World Cup
2019-07-06 17:00:00,1,Women's World Cup
2019-07-07 17:00:00,1,Women's World Cup
2019-09-08 13:30:00,1,FA Women's Super League
2019-09-08 15:30:00,1,FA Women's Super League
2019-09-15 16:00:00,1,FA Women's Super League
2019-09-16 20:30:00,1,FA Women's Super League
2019-09-21 21:00:00,1,La Liga
2019-09-24 21:00:00,1,La Liga
2019-09-28 13:00:00,1,FA Women's Super League
2019-09-29 15:30:00,1,FA Women's Super League
2019-09-29 16:00:00,1,FA Women's Super League
2019-10-06 21:00:00,1,La Liga
2019-10-12 15:00:00,1,FA Women's Super League
2019-10-13 13:00:00,1,FA Women's Super League
2019-10-13 13:30:00,1,FA Women's Super League
2019-10-13 16:00:00,1,FA Women's Super League
2019-10-19 13:00:00,1,La Liga
2019-10-27 15:00:00,1,FA Women's Super League
2019-10-27 15:30:00,1,FA Women's Super League
2019-10-29 21:15:00,1,La Liga
2019-11-02 16:00:00,1,La Liga
2019-11-09 21:00:00,1,La Liga
2019-11-17 13:30:00,1,FA Women's Super League
2019-11-23 13:00:00,1,La Liga
2019-11-24 13:00:00,1,FA Women's Super League
2019-11-24 15:00:00,1,FA Women's Super League
2019-11-24 15:45:00,1,FA Women's Super League
2019-11-24 16:00:00,1,FA Women's Super League
2019-11-29 20:45:00,1,FA Women's Super League
2019-12-01 13:30:00,1,FA Women's Super League
2019-12-01 15:00:00,1,FA Women's Super League
2019-12-01 16:00:00,1,FA Women's Super League
2019-12-01 21:00:00,1,La Liga
2019-12-04 20:30:00,1,FA Women's Super League
2019-12-07 21:00:00,1,La Liga
2019-12-08 15:30:00,1,FA Women's Super League
2019-12-08 16:00:00,1,FA Women's Super League
2019-12-14 16:00:00,1,La Liga
2019-12-18 20:00:00,1,La Liga
2019-12-21 16:00:00,1,La Liga
2020-01-04 21:00:00,1,La Liga
2020-01-05 13:00:00,1,FA Women's Super League
2020-01-05 13:30:00,1,FA Women's Super League
2020-01-11 18:30:00,1,FA Women's Super League
2020-01-12 13:30:00,1,FA Women's Super League
2020-01-19 21:00:00,1,La Liga
2020-01-25 16:00:00,1,La Liga
2020-02-02 21:00:00,1,La Liga
2020-02-09 21:00:00,1,La Liga
2020-02-12 20:45:00,1,FA Women's Super League
2020-02-13 20:00:00,1,FA Women's Super League
2020-02-15 16:00:00,1,La Liga
2020-02-22 16:00:00,1,La Liga
2020-02-23 13:30:00,1,FA Women's Super League
2020-02-23 16:00:00,1,FA Women's Super League
2020-03-01 21:00:00,1,La Liga
2020-03-07 18:30:00,1,La Liga
2020-06-13 22:00:00,1,La Liga
2020-06-16 22:00:00,1,La Liga
2020-06-19 22:00:00,1,La Liga
2020-06-23 22:00:00,1,La Liga
2020-06-27 17:00:00,1,La Liga
2020-06-30 22:00:00,1,La Liga
2020-07-05 22:00:00,1,La Liga
2020-07-08 22:00:00,1,La Liga
2020-07-11 19:30:00,1,La Liga
2020-07-16 21:00:00,1,La Liga
2020-07-19 17:00:00,1,La Liga
2020-09-05 15:30:00,1,FA Women's Super League
2020-09-06 13:30:00,1,FA Women's Super League
2020-09-06 15:30:00,1,FA Women's Super League
2020-09-12 18:20:00,1,FA Women's Super League
2020-09-13 13:30:00,1,FA Women's Super League
2020-09-13 14:00:00,1,FA Women's Super League
2020-09-27 21:00:00,1,La Liga
2020-10-01 21:30:00,1,La Liga
2020-10-03 13:30:00,1,FA Women's Super League
2020-10-04 13:00:00,1,FA Women's Super League
2020-10-04 13:30:00,1,FA Women's Super League
2020-10-04 15:00:00,1,FA Women's Super League
2020-10-04 15:30:00,1,FA Women's Super League
2020-10-04 16:00:00,1,FA Women's Super League
2020-10-04 21:00:00,1,La Liga
2020-10-10 13:30:00,1,FA Women's Super League
2020-10-11 13:30:00,1,FA Women's Super League
2020-10-11 14:00:00,1,FA Women's Super League
2020-10-11 15:00:00,1,FA Women's Super League
2020-10-11 15:30:00,1,FA Women's Super League
2020-10-17 21:00:00,1,La Liga
2020-10-18 13:30:00,1,FA Women's Super League
2020-10-18 14:00:00,1,FA Women's Super League
2020-10-18 15:30:00,1,FA Women's Super League
2020-10-24 16:00:00,1,La Liga
2020-10-31 21:00:00,1,La Liga
2020-11-07 15:00:00,1,FA Women's Super League
2020-11-07 16:00:00,1,FA Women's Super League
2020-11-07 16:15:00,1,La Liga
2020-11-08 13:00:00,1,FA Women's Super League
2020-11-08 15:30:00,1,FA Women's Super League
2020-11-14 13:30:00,1,FA Women's Super League
2020-11-14 15:30:00,1,FA Women's Super League
2020-11-14 17:30:00,1,FA Women's Super League
2020-11-14 19:30:00,1,FA Women's Super League
2020-11-15 13:30:00,1,FA Women's Super League
2020-11-15 15:30:00,1,FA Women's Super League
2020-11-21 21:00:00,1,La Liga
2020-11-29 14:00:00,1,La Liga
2020-12-05 13:30:00,1,FA Women's Super League
2020-12-05 21:00:00,1,La Liga
2020-12-06 13:30:00,1,FA Women's Super League
2020-12-06 15:30:00,1,FA Women's Super League
2020-12-09 20:30:00,1,FA Women's Super League
2020-12-13 13:30:00,1,FA Women's Super League
2020-12-13 15:30:00,1,FA Women's Super League
2020-12-13 21:00:00,1,La Liga
2020-12-16 21:00:00,1,La Liga
2020-12-19 16:15:00,1,La Liga
2020-12-20 13:00:00,1,FA Women's Super League
2020-12-20 13:30:00,1,FA Women's Super League
2020-12-20 15:30:00,1,FA Women's Super League
2020-12-22 22:00:00,1,La Liga
2021-01-03 21:00:00,1,La Liga
2021-01-06 21:00:00,1,La Liga
2021-01-09 18:30:00,1,La Liga
2021-01-10 15:00:00,1,FA Women's Super League
2021-01-17 13:30:00,1,FA Women's Super League
2021-01-17 14:00:00,1,FA Women's Super League
2021-01-17 15:30:00,1,FA Women's Super League
2021-01-17 16:00:00,1,FA Women's Super League
2021-01-23 13:30:00,1,FA Women's Super League
2021-01-24 13:00:00,1,FA Women's Super League
2021-01-24 15:00:00,1,FA Women's Super League
2021-01-27 20:00:00,1,FA Women's Super League
2021-01-30 15:00:00,1,FA Women's Super League
2021-01-31 13:30:00,1,FA Women's Super League
2021-01-31 15:00:00,1,FA Women's Super League
2021-01-31 15:30:00,1,FA Women's Super League
2021-01-31 21:00:00,1,La Liga
2021-02-06 13:30:00,1,FA Women's Super League
2021-02-07 13:30:00,1,FA Women's Super League
2021-02-07 15:30:00,1,FA Women's Super League
2021-02-07 16:00:00,1,FA Women's Super League
2021-02-07 21:00:00,1,La Liga
2021-02-12 20:00:00,1,FA Women's Super League
2021-02-13 21:00:00,1,La Liga
2021-02-14 15:00:00,1,FA Women's Super League
2021-02-14 16:00:00,1,FA Women's Super League
2021-02-21 14:00:00,1,La Liga
2021-02-24 19:00:00,1,La Liga
2021-02-27 16:15:00,1,La Liga
2021-03-06 21:00:00,1,La Liga
2021-03-07 13:00:00,1,FA Women's Super League
2021-03-07 16:00:00,1,FA Women's Super League
2021-03-08 21:15:00,1,FA Women's Super League
2021-03-11 20:00:00,1,FA Women's Super League
2021-03-14 13:30:00,1,FA Women's Super League
2021-03-15 21:00:00,1,La Liga
2021-03-17 20:00:00,1,FA Women's Super League
2021-03-19 19:30:00,1,FA Women's Super League
2021-03-21 15:00:00,1,FA Women's Super League
2021-03-21 21:00:00,1,La Liga
2021-03-27 12:30:00,1,FA Women's Super League
2021-03-27 16:30:00,1,FA Women's Super League
2021-03-27 18:30:00,1,FA Women's Super League
2021-03-28 13:30:00,1,FA Women's Super League
2021-03-28 15:30:00,1,FA Women's Super League
2021-03-28 17:00:00,1,FA Women's Super League
2021-04-03 15:00:00,1,FA Women's Super League
2021-04-04 13:30:00,1,FA Women's Super League
2021-04-04 14:00:00,1,FA Women's Super League
2021-04-05 21:00:00,1,La Liga
2021-04-10 21:00:00,1,La Liga
2021-04-20 19:00:00,1,FA Women's Super League
2021-04-21 19:00:00,1,FA Women's Super League
2021-04-22 22:00:00,1,La Liga
2021-04-24 13:30:00,1,FA Women's Super League
2021-04-25 13:30:00,1,FA Women's Super League
2021-04-25 16:00:00,1,FA Women's Super League
2021-04-25 16:15:00,1,La Liga
2021-04-28 20:00:00,1,FA Women's Super League
2021-04-28 20:30:00,1,FA Women's Super League
2021-04-29 19:00:00,1,La Liga
2021-05-02 13:30:00,1,FA Women's Super League
2021-05-02 14:00:00,1,FA Women's Super League
2021-05-02 16:00:00,1,FA Women's Super League
2021-05-02 21:00:00,1,La Liga
