slot_ts,n_matches,competitions
2011-04-30 20:00:00,1,La Liga
2011-05-08 19:00:00,1,La Liga
2011-05-11 20:00:00,1,La Liga
2011-05-28 20:45:00,1,Champions League
2011-08-29 21:00:00,1,La Liga
2011-09-10 18:00:00,1,La Liga
2011-09-17 20:00:00,1,La Liga
2011-09-21 22:00:00,1,La Liga
2011-09-24 22:00:00,1,La Liga
2011-10-02 20:00:00,1,La Liga
2011-10-15 20:00:00,1,La Liga
2011-10-22 22:00:00,1,La Liga
2011-10-25 20:00:00,1,La Liga
2011-10-29 20:00:00,1,La Liga
2011-11-06 20:00:00,1,La Liga
2011-11-19 20:00:00,1,La Liga
2011-11-26 22:00:00,1,La Liga
2011-11-29 21:00:00,1,La Liga
2011-12-03 20:00:00,1,La Liga
2011-12-10 22:00:00,1,La Liga
2012-01-08 21:30:00,1,La Liga
2012-01-15 21:30:00,1,La Liga
2012-01-22 18:00:00,1,La Liga
2012-01-28 22:00:00,1,La Liga
2012-02-04 22:00:00,1,La Liga
2012-02-11 20:00:00,1,La Liga
2012-02-19 21:30:00,1,La Liga
2012-02-26 21:30:00,1,La Liga
2012-03-11 18:00:00,1,La Liga
2012-03-17 20:00:00,1,La Liga
2012-03-20 21:00:00,1,La Liga
2012-03-24 18:00:00,1,La Liga
2012-03-31 22:00:00,1,La Liga
2012-04-07 20:00:00,1,La Liga
2012-04-10 21:00:00,1,La Liga
2012-04-14 22:00:00,1,La Liga
2012-04-21 20:00:00,1,La Liga
2012-04-29 21:30:00,1,La Liga
2012-05-02 20:00:00,1,La Liga
2012-05-05 21:00:00,1,La Liga
2012-05-12 22:00:00,1,La Liga
2012-05-19 20:45:00,1,Champions League
2012-08-19 21:00:00,1,La Liga
2012-08-26 19:00:00,1,La Liga
2012-09-02 21:30:00,1,La Liga
2012-09-15 20:00:00,1,La Liga
2012-09-22 22:00:00,1,La Liga
2012-09-29 22:00:00,1,La Liga
2012-10-07 19:50:00,1,La Liga
2012-10-20 22:00:00,1,La Liga
2012-10-27 22:00:00,1,La Liga
2012-11-03 18:00:00,1,La Liga
2012-11-11 17:50:00,1,La Liga
2012-11-17 20:00:00,1,La Liga
2012-11-25 21:00:00,1,La Liga
2012-12-01 20:00:00,1,La Liga
2012-12-09 21:00:00,1,La Liga
2012-12-16 21:00:00,1,La Liga
2012-12-22 18:00:00,1,La Liga
2013-01-06 19:00:00,1,La Liga
2013-01-13 21:00:00,1,La Liga
2013-01-19 18:00:00,1,La Liga
2013-01-27 19:00:00,1,La Liga
2013-02-03 19:00:00,1,La Liga
2013-02-10 12:00:00,1,La Liga
2013-02-16 20:00:00,1,La Liga
2013-02-23 22:00:00,1,La Liga
2013-03-02 16:00:00,1,La Liga
2013-03-09 20:00:00,1,La Liga
2013-03-17 21:00:00,1,La Liga
2013-03-30 18:00:00,1,La Liga
2013-04-27 18:00:00,1,La Liga
2013-05-05 21:00:00,1,La Liga
2013-05-12 19:00:00,1,La Liga
2013-05-25 20:45:00,1,Champions League
2013-08-18 19:00:00,1,La Liga
2013-09-01 21:00:00,1,La Liga
2013-09-14 20:00:00,1,La Liga
2013-09-21 20:00:00,1,La Liga
2013-09-24 20:00:00,1,La Liga
2013-09-28 18:00:00,1,La Liga
2013-10-19 20:00:00,1,La Liga
2013-10-26 18:00:00,1,La Liga
2013-10-29 22:00:00,1,La Liga
2013-11-01 21:00:00,1,La Liga
2013-11-10 21:00:00,1,La Liga
2014-01-11 20:00:00,1,La Liga
2014-01-19 19:00:00,1,La Liga
2014-01-26 21:00:00,1,La Liga
2014-02-01 16:00:00,1,La Liga
2014-02-09 21:00:00,1,La Liga
2014-02-15 20:00:00,1,La Liga
2014-02-22 20:00:00,1,La Liga
2014-03-02 21:00:00,1,La Liga
2014-03-08 16:00:00,1,La Liga
2014-03-16 17:00:00,1,La Liga
2014-03-23 21:00:00,1,La Liga
2014-03-26 20:00:00,1,La Liga
2014-03-29 16:00:00,1,La Liga
2014-04-05 18:00:00,1,La Liga
2014-04-12 20:00:00,1,La Liga
2014-04-20 21:00:00,1,La Liga
2014-04-27 21:00:00,1,La Liga
2014-05-03 16:00:00,1,La Liga
2014-05-11 19:00:00,1,La Liga
2014-05-17 18:00:00,1,La Liga
2014-05-24 20:45:00,1,Champions League
2014-08-24 21:00:00,1,La Liga
2014-08-31 19:00:00,1,La Liga
2014-09-13 16:00:00,1,La Liga
2014-09-21 21:00:00,1,La Liga
2014-09-24 22:00:00,1,La Liga
2014-09-27 18:00:00,1,La Liga
2014-10-04 18:00:00,1,La Liga
2014-10-18 20:00:00,1,La Liga
2014-10-25 18:00:00,1,La Liga
2014-11-01 20:00:00,1,La Liga
2014-11-08 16:00:00,1,La Liga
2014-11-22 20:00:00,1,La Liga
2014-11-30 21:00:00,1,La Liga
2014-12-07 17:00:00,1,La Liga
2014-12-13 16:00:00,1,La Liga
2014-12-20 16:00:00,1,La Liga
2015-01-04 21:00:00,1,La Liga
2015-01-11 21:00:00,1,La Liga
2015-01-18 19:00:00,1,La Liga
2015-01-24 18:00:00,1,La Liga
2015-02-01 21:00:00,1,La Liga
2015-02-08 21:00:00,1,La Liga
2015-02-15 17:00:00,1,La Liga
2015-02-21 16:00:00,1,La Liga
2015-02-28 16:00:00,1,La Liga
2015-03-08 12:00:00,1,La Liga
2015-03-14 18:00:00,1,La Liga
2015-03-22 21:00:00,1,La Liga
2015-04-05 21:00:00,1,La Liga
2015-04-08 20:00:00,1,La Liga
2015-04-11 20:00:00,1,La Liga
2015-04-18 16:00:00,1,La Liga
2015-04-25 16:00:00,1,La Liga
2015-04-28 20:00:00,1,La Liga
2015-05-02 16:00:00,1,La Liga
2015-05-09 18:00:00,1,La Liga
2015-05-17 19:00:00,1,La Liga
2015-05-23 18:30:00,1,La Liga
2015-06-06 20:45:00,1,Champions League
2015-08-07 20:30:00,1,Ligue 1
2015-08-08 13:45:00,1,Premier League
2015-08-08 18:30:00,1,Premier League
2015-08-09 21:00:00,1,Ligue 1
2015-08-10 21:00:00,1,Premier League
2015-08-14 20:45:00,1,Premier League
2015-08-15 13:45:00,1,Premier League
2015-08-15 17:00:00,1,Ligue 1
2015-08-15 18:30:00,1,1. Bundesliga
2015-08-16 14:00:00,1,Ligue 1
2015-08-16 14:30:00,1,Premier League
2015-08-16 15:30:00,1,1. Bundesliga
2015-08-16 17:30:00,1,1. Bundesliga
2015-08-16 21:00:00,1,Ligue 1
2015-08-17 21:00:00,1,Premier League
2015-08-22 13:45:00,1,Premier League
2015-08-22 17:00:00,1,Ligue 1
2015-08-22 18:00:00,1,Serie A
2015-08-22 20:30:00,1,La Liga
2015-08-22 20:45:00,1,Serie A
2015-08-22 22:30:00,1,La Liga
2015-08-23 14:00:00,1,Ligue 1
2015-08-23 14:30:00,1,Premier League
2015-08-23 15:30:00,1,1. Bundesliga
2015-08-23 17:30:00,1,1. Bundesliga
2015-08-23 18:00:00,1,Serie A
2015-08-23 18:30:00,1,La Liga
2015-08-23 20:30:00,1,La Liga
2015-08-23 21:00:00,1,Ligue 1
2015-08-23 22:00:00,1,La Liga
2015-08-23 22:30:00,1,La Liga
2015-08-24 20:30:00,1,La Liga
2015-08-24 21:00:00,1,Premier League
2015-08-29 13:45:00,1,Premier League
2015-08-29 17:00:00,1,Ligue 1
2015-08-29 18:00:00,1,Serie A
2015-08-29 20:30:00,1,La Liga
2015-08-29 20:45:00,1,Serie A
2015-08-29 22:00:00,1,La Liga
2015-08-29 22:30:00,1,La Liga
2015-08-30 14:00:00,1,Ligue 1
2015-08-30 14:30:00,1,Premier League
2015-08-30 15:30:00,1,1. Bundesliga
2015-08-30 17:30:00,1,1. Bundesliga
2015-08-30 18:00:00,1,Serie A
2015-08-30 18:30:00,1,La Liga
2015-08-30 21:00:00,1,Ligue 1
2015-09-12 13:45:00,1,Premier League
2015-09-12 17:00:00,1,Ligue 1
2015-09-12 18:15:00,1,La Liga
2015-09-12 20:30:00,1,La Liga
2015-09-12 20:45:00,1,Serie A
2015-09-12 22:00:00,1,La Liga
2015-09-13 12:00:00,1,La Liga
2015-09-13 12:30:00,1,Serie A
2015-09-13 14:00:00,1,Ligue 1
2015-09-13 14:30:00,1,Premier League
2015-09-13 15:30:00,1,1. Bundesliga
2015-09-13 16:00:00,1,La Liga
2015-09-13 17:30:00,1,1. Bundesliga
2015-09-13 18:00:00,1,Serie A
2015-09-13 18:15:00,1,La Liga
2015-09-13 20:30:00,1,La Liga
2015-09-13 20:45:00,1,Serie A
2015-09-13 21:00:00,1,Ligue 1
2015-09-14 20:30:00,1,La Liga
2015-09-14 20:45:00,1,Serie A
2015-09-14 21:00:00,1,Premier League
2015-09-19 13:45:00,1,Premier League
2015-09-19 17:30:00,1,Ligue 1
2015-09-19 18:00:00,1,Serie A
2015-09-19 18:15:00,1,La Liga
2015-09-19 18:30:00,1,Premier League
2015-09-19 20:30:00,1,La Liga
2015-09-19 20:45:00,1,Serie A
2015-09-19 22:00:00,1,La Liga
2015-09-20 12:00:00,1,La Liga
2015-09-20 12:30:00,1,Serie A
2015-09-20 14:00:00,1,Ligue 1
2015-09-20 14:30:00,1,Premier League
2015-09-20 15:30:00,1,1. Bundesliga
2015-09-20 16:00:00,1,La Liga
2015-09-20 18:00:00,1,Serie A
2015-09-20 18:15:00,1,La Liga
2015-09-20 20:45:00,1,Serie A
2015-09-20 21:00:00,1,Ligue 1
2015-09-22 19:00:00,1,Ligue 1
2015-09-22 20:45:00,1,Serie A
2015-09-22 21:00:00,1,Ligue 1
2015-09-22 22:00:00,1,La Liga
2015-09-24 18:55:00,1,Ligue 1
2015-09-24 20:45:00,1,Serie A
2015-09-24 22:05:00,1,La Liga
2015-09-26 13:45:00,1,Premier League
2015-09-26 17:30:00,1,Ligue 1
2015-09-26 18:00:00,1,Serie A
2015-09-26 18:15:00,1,La Liga
2015-09-26 20:45:00,1,Serie A
2015-09-26 22:05:00,1,La Liga
2015-09-27 12:00:00,1,La Liga
2015-09-27 12:30:00,1,Serie A
2015-09-27 14:00:00,1,Ligue 1
2015-09-27 15:30:00,1,1. Bundesliga
2015-09-27 16:00:00,1,La Liga
2015-09-27 17:30:00,1,1. Bundesliga
2015-09-27 18:15:00,1,La Liga
2015-09-27 20:30:00,1,La Liga
2015-09-27 20:45:00,1,Serie A
2015-09-27 21:00:00,1,Ligue 1
2015-09-28 19:00:00,1,Serie A
2015-09-29 18:30:00,1,Ligue 1
2015-10-03 13:45:00,1,Premier League
2015-10-03 17:30:00,1,Ligue 1
2015-10-03 18:00:00,1,Serie A
2015-10-03 18:15:00,1,La Liga
2015-10-03 18:30:00,1,Premier League
2015-10-03 20:30:00,1,La Liga
2015-10-03 20:45:00,1,Serie A
2015-10-03 22:00:00,1,La Liga
2015-10-03 22:05:00,1,La Liga
2015-10-04 12:00:00,1,La Liga
2015-10-04 12:30:00,1,Serie A
2015-10-04 14:00:00,1,Ligue 1
2015-10-04 14:30:00,1,Premier League
2015-10-04 15:30:00,1,1. Bundesliga
2015-10-04 16:00:00,1,La Liga
2015-10-04 18:15:00,1,La Liga
2015-10-04 20:30:00,1,La Liga
2015-10-04 21:00:00,1,Ligue 1
2015-10-17 13:45:00,1,Premier League
2015-10-17 17:00:00,1,Ligue 1
2015-10-17 18:00:00,1,Serie A
2015-10-17 18:15:00,1,La Liga
2015-10-17 20:30:00,1,La Liga
2015-10-17 20:45:00,1,Serie A
2015-10-17 22:00:00,1,La Liga
2015-10-17 22:05:00,1,La Liga
2015-10-18 12:00:00,1,La Liga
2015-10-18 12:30:00,1,Serie A
2015-10-18 14:00:00,1,Ligue 1
2015-10-18 15:30:00,1,1. Bundesliga
2015-10-18 16:00:00,1,La Liga
2015-10-18 17:30:00,1,1. Bundesliga
2015-10-18 18:15:00,1,La Liga
2015-10-18 20:30:00,1,La Liga
2015-10-18 20:45:00,1,Serie A
2015-10-18 21:00:00,1,Ligue 1
2015-10-19 20:30:00,1,La Liga
2015-10-19 21:00:00,1,Premier League
2015-10-23 18:30:00,1,Ligue 1
2015-10-24 15:00:00,1,Serie A
2015-10-24 17:00:00,1,Ligue 1
2015-10-24 18:00:00,1,Serie A
2015-10-24 18:15:00,1,La Liga
2015-10-24 20:30:00,1,La Liga
2015-10-24 20:45:00,1,Serie A
2015-10-24 22:05:00,1,La Liga
2015-10-25 12:00:00,1,La Liga
2015-10-25 12:30:00,1,Serie A
2015-10-25 13:00:00,1,Premier League
2015-10-25 14:00:00,1,Ligue 1
2015-10-25 15:30:00,1,1. Bundesliga
2015-10-25 16:00:00,1,La Liga
2015-10-25 17:15:00,1,Premier League
2015-10-25 17:30:00,1,1. Bundesliga
2015-10-25 19:15:00,1,La Liga
2015-10-25 20:30:00,1,La Liga
2015-10-25 20:45:00,1,Serie A
2015-10-25 21:00:00,1,Ligue 1
2015-10-26 21:30:00,1,La Liga
2015-10-27 21:45:00,1,Serie A
2015-10-29 21:45:00,1,Serie A
2015-10-31 13:45:00,1,Premier League
2015-10-31 17:00:00,1,La Liga
2015-10-31 18:00:00,1,Ligue 1
2015-10-31 19:00:00,1,Serie A
2015-10-31 19:30:00,1,1. Bundesliga
2015-10-31 21:30:00,1,La Liga
2015-10-31 21:45:00,1,Serie A
2015-10-31 23:05:00,1,La Liga
2015-11-01 13:00:00,1,La Liga
2015-11-01 13:30:00,1,Serie A
2015-11-01 14:30:00,1,Premier League
2015-11-01 15:00:00,1,Ligue 1
2015-11-01 16:30:00,1,1. Bundesliga
2015-11-01 18:00:00,1,Ligue 1
2015-11-01 18:30:00,1,1. Bundesliga
2015-11-01 19:15:00,1,La Liga
2015-11-01 21:45:00,1,Serie A
2015-11-01 22:00:00,1,Ligue 1
2015-11-01 23:30:00,1,La Liga
2015-11-02 20:00:00,1,Serie A
2015-11-02 21:00:00,1,Premier League
2015-11-02 22:00:00,1,Serie A
2015-11-04 18:30:00,1,Ligue 1
2015-11-07 13:45:00,1,Premier League
2015-11-07 17:00:00,1,La Liga
2015-11-07 18:00:00,1,Ligue 1
2015-11-07 18:30:00,1,Premier League
2015-11-07 19:00:00,1,Serie A
2015-11-07 19:15:00,1,La Liga
2015-11-07 19:30:00,1,1. Bundesliga
2015-11-07 21:45:00,1,Serie A
2015-11-07 23:05:00,1,La Liga
2015-11-08 13:00:00,1,La Liga
2015-11-08 13:30:00,1,Serie A
2015-11-08 14:30:00,1,Premier League
2015-11-08 16:30:00,1,1. Bundesliga
2015-11-08 18:00:00,1,Ligue 1
2015-11-08 18:30:00,1,1. Bundesliga
2015-11-08 19:00:00,1,Serie A
2015-11-08 19:15:00,1,La Liga
2015-11-08 21:30:00,1,La Liga
2015-11-08 21:45:00,1,Serie A
2015-11-20 21:30:00,1,Ligue 1
2015-11-20 21:45:00,1,1. Bundesliga
2015-11-21 13:45:00,1,Premier League
2015-11-21 16:45:00,1,1. Bundesliga
2015-11-21 17:00:00,1,La Liga
2015-11-21 18:00:00,1,Ligue 1
2015-11-21 18:15:00,1,La Liga
2015-11-21 18:30:00,1,Premier League
2015-11-21 19:00:00,1,Serie A
2015-11-21 19:30:00,1,1. Bundesliga
2015-11-21 21:30:00,1,La Liga
2015-11-21 21:45:00,1,Serie A
2015-11-21 23:00:00,1,La Liga
2015-11-21 23:05:00,1,La Liga
2015-11-22 13:00:00,1,La Liga
2015-11-22 13:30:00,1,Serie A
2015-11-22 15:00:00,1,Ligue 1
2015-11-22 16:30:00,1,1. Bundesliga
2015-11-22 18:00:00,1,Ligue 1
2015-11-22 18:45:00,1,1. Bundesliga
2015-11-22 19:15:00,1,La Liga
2015-11-22 21:30:00,1,La Liga
2015-11-22 21:45:00,1,Serie A
2015-11-22 22:00:00,1,Ligue 1
2015-11-23 21:00:00,1,Premier League
2015-11-23 21:30:00,1,La Liga
2015-11-28 16:45:00,1,1. Bundesliga
2015-11-28 18:10:00,1,Ligue 1
2015-11-28 18:30:00,1,Premier League
2015-11-28 19:00:00,1,Serie A
2015-11-28 19:15:00,1,La Liga
2015-11-28 21:30:00,1,La Liga
2015-11-28 21:45:00,1,Serie A
2015-11-28 23:00:00,1,La Liga
2015-11-28 23:05:00,1,La Liga
2015-11-29 15:00:00,1,Ligue 1
2015-11-29 15:05:00,1,Premier League
2015-11-29 16:30:00,1,1. Bundesliga
2015-11-29 17:00:00,1,La Liga
2015-11-29 18:00:00,1,Ligue 1
2015-11-29 19:00:00,1,Serie A
2015-11-29 19:15:00,1,La Liga
2015-11-29 21:30:00,1,La Liga
2015-11-29 21:45:00,1,Serie A
2015-11-29 22:00:00,1,Ligue 1
2015-11-30 20:00:00,1,Serie A
2015-11-30 22:00:00,1,Serie A
2015-12-01 22:00:00,1,Ligue 1
2015-12-02 22:00:00,1,Ligue 1
2015-12-03 22:00:00,1,Ligue 1
2015-12-04 21:45:00,1,Serie A
2015-12-05 13:45:00,1,Premier League
2015-12-05 17:00:00,1,La Liga
2015-12-05 18:00:00,1,Ligue 1
2015-12-05 18:30:00,1,Premier League
2015-12-05 19:15:00,1,La Liga
2015-12-05 19:30:00,1,1. Bundesliga
2015-12-05 20:30:00,1,La Liga
2015-12-05 21:45:00,1,Serie A
2015-12-05 23:00:00,1,La Liga
2015-12-05 23:05:00,1,La Liga
2015-12-06 13:00:00,1,La Liga
2015-12-06 13:30:00,1,Serie A
2015-12-06 15:00:00,1,Ligue 1
2015-12-06 16:30:00,1,1. Bundesliga
2015-12-06 18:00:00,1,Ligue 1
2015-12-06 18:30:00,1,1. Bundesliga
2015-12-06 19:00:00,1,Serie A
2015-12-06 19:15:00,1,La Liga
2015-12-06 21:30:00,1,La Liga
2015-12-06 21:45:00,1,Serie A
2015-12-06 22:00:00,1,Ligue 1
2015-12-07 21:00:00,1,Premier League
2015-12-07 21:30:00,1,La Liga
2015-12-12 13:45:00,1,Premier League
2015-12-12 17:00:00,1,Ligue 1
2015-12-12 18:30:00,1,Premier League
2015-12-12 19:00:00,1,Serie A
2015-12-12 19:30:00,1,1. Bundesliga
2015-12-12 21:30:00,1,La Liga
2015-12-12 21:45:00,1,Serie A
2015-12-12 23:05:00,1,La Liga
2015-12-13 13:00:00,1,La Liga
2015-12-13 14:30:00,1,Premier League
2015-12-13 15:00:00,1,Ligue 1
2015-12-13 16:30:00,1,1. Bundesliga
2015-12-13 18:30:00,1,1. Bundesliga
2015-12-13 19:00:00,1,Serie A
2015-12-13 19:15:00,1,La Liga
2015-12-13 21:30:00,1,La Liga
2015-12-13 21:45:00,1,Serie A
2015-12-13 22:00:00,1,Ligue 1
2015-12-14 21:00:00,1,Premier League
2015-12-14 21:45:00,1,Serie A
2015-12-19 17:00:00,1,La Liga
2015-12-19 18:00:00,1,Ligue 1
2015-12-19 18:30:00,1,Premier League
2015-12-19 19:15:00,1,La Liga
2015-12-19 19:30:00,1,1. Bundesliga
2015-12-19 21:30:00,1,La Liga
2015-12-19 21:45:00,1,Serie A
2015-12-19 23:05:00,1,La Liga
2015-12-20 13:30:00,1,Serie A
2015-12-20 14:30:00,1,Premier League
2015-12-20 15:00:00,1,Ligue 1
2015-12-20 16:30:00,1,1. Bundesliga
2015-12-20 18:00:00,1,Ligue 1
2015-12-20 18:30:00,1,1. Bundesliga
2015-12-20 21:30:00,1,La Liga
2015-12-20 21:45:00,1,Serie A
2015-12-20 22:00:00,1,Ligue 1
2015-12-21 21:00:00,1,Premier League
2015-12-26 13:45:00,1,Premier League
2015-12-26 18:30:00,1,Premier League
2015-12-26 20:45:00,1,Premier League
2015-12-29 20:45:00,1,Premier League
2015-12-30 19:30:00,1,La Liga
2015-12-30 20:30:00,1,La Liga
2015-12-30 20:45:00,1,Premier League
2015-12-30 22:00:00,1,La Liga
2015-12-31 17:00:00,1,La Liga
2016-01-02 13:45:00,1,Premier League
2016-01-02 18:30:00,1,Premier League
2016-01-02 21:30:00,1,La Liga
2016-01-02 23:05:00,1,La Liga
2016-01-03 13:00:00,1,La Liga
2016-01-03 14:30:00,1,Premier League
2016-01-03 21:30:00,1,La Liga
2016-01-04 21:30:00,1,La Liga
2016-01-05 21:45:00,1,Serie A
2016-01-06 13:30:00,1,Serie A
2016-01-06 19:00:00,1,Serie A
2016-01-06 21:45:00,1,Serie A
2016-01-08 21:30:00,1,Ligue 1
2016-01-09 18:00:00,1,Ligue 1
2016-01-09 19:00:00,1,Serie A
2016-01-09 21:30:00,1,La Liga
2016-01-09 21:45:00,1,Serie A
2016-01-09 23:05:00,1,La Liga
2016-01-10 13:00:00,1,La Liga
2016-01-10 13:30:00,1,Serie A
2016-01-10 15:00:00,1,Ligue 1
2016-01-10 17:00:00,1,La Liga
2016-01-10 18:00:00,1,Ligue 1
2016-01-10 21:30:00,1,La Liga
2016-01-10 21:45:00,1,Serie A
2016-01-10 22:00:00,1,Ligue 1
2016-01-15 21:30:00,1,Ligue 1
2016-01-16 13:45:00,1,Premier League
2016-01-16 17:00:00,1,La Liga
2016-01-16 18:00:00,1,Ligue 1
2016-01-16 18:30:00,1,Premier League
2016-01-16 19:00:00,1,Serie A
2016-01-16 19:15:00,1,La Liga
2016-01-16 21:30:00,1,La Liga
2016-01-16 21:45:00,1,Serie A
2016-01-16 23:05:00,1,La Liga
2016-01-17 13:00:00,1,La Liga
2016-01-17 13:30:00,1,Serie A
2016-01-17 15:00:00,1,Ligue 1
2016-01-17 15:05:00,1,Premier League
2016-01-17 17:00:00,1,La Liga
2016-01-17 17:15:00,1,Premier League
2016-01-17 18:00:00,1,Ligue 1
2016-01-17 20:30:00,1,La Liga
2016-01-17 21:45:00,1,Serie A
2016-01-17 22:00:00,1,Ligue 1
2016-01-18 21:00:00,1,Premier League
2016-01-18 21:30:00,1,La Liga
2016-01-20 21:45:00,1,Serie A
2016-01-23 13:45:00,1,Premier League
2016-01-23 17:00:00,1,La Liga
2016-01-23 18:00:00,1,Ligue 1
2016-01-23 18:30:00,1,Premier League
2016-01-23 19:00:00,1,Serie A
2016-01-23 19:15:00,1,La Liga
2016-01-23 19:30:00,1,1. Bundesliga
2016-01-23 21:30:00,1,La Liga
2016-01-23 21:45:00,1,Serie A
2016-01-23 23:05:00,1,La Liga
2016-01-24 13:00:00,1,La Liga
2016-01-24 13:30:00,1,Serie A
2016-01-24 14:30:00,1,Premier League
2016-01-24 15:00:00,1,Ligue 1
2016-01-24 16:30:00,1,1. Bundesliga
2016-01-24 18:00:00,1,Ligue 1
2016-01-24 18:30:00,1,1. Bundesliga
2016-01-24 19:15:00,1,La Liga
2016-01-24 21:30:00,1,La Liga
2016-01-24 21:45:00,1,Serie A
2016-01-24 22:00:00,1,Ligue 1
2016-01-25 23:30:00,1,La Liga
2016-01-30 16:00:00,1,Serie A
2016-01-30 17:00:00,1,La Liga
2016-01-30 18:00:00,1,Ligue 1
2016-01-30 19:00:00,1,Serie A
2016-01-30 19:30:00,1,1. Bundesliga
2016-01-30 21:30:00,1,La Liga
2016-01-30 21:45:00,1,Serie A
2016-01-30 23:05:00,1,La Liga
2016-01-31 13:00:00,1,La Liga
2016-01-31 13:30:00,1,Serie A
2016-01-31 15:00:00,1,Ligue 1
2016-01-31 16:30:00,1,1. Bundesliga
2016-01-31 17:00:00,1,La Liga
2016-01-31 18:00:00,1,Ligue 1
2016-01-31 18:30:00,1,1. Bundesliga
2016-01-31 19:15:00,1,La Liga
2016-01-31 21:30:00,1,La Liga
2016-01-31 21:45:00,1,Serie A
2016-02-01 21:30:00,1,La Liga
2016-02-02 20:00:00,1,Ligue 1
2016-02-02 21:45:00,1,Serie A
2016-02-02 22:00:00,1,Ligue 1
2016-02-03 19:30:00,1,Serie A
2016-02-03 22:00:00,1,Ligue 1
2016-02-04 22:00:00,1,Ligue 1
2016-02-06 13:45:00,1,Premier League
2016-02-06 15:00:00,1,Ligue 1
2016-02-06 17:00:00,1,La Liga
2016-02-06 18:00:00,1,Ligue 1
2016-02-06 18:30:00,1,Premier League
2016-02-06 19:00:00,1,Serie A
2016-02-06 19:15:00,1,La Liga
2016-02-06 19:30:00,1,1. Bundesliga
2016-02-06 21:30:00,1,La Liga
2016-02-06 21:45:00,1,Serie A
2016-02-06 23:05:00,1,La Liga
2016-02-07 13:00:00,1,La Liga
2016-02-07 13:30:00,1,Serie A
2016-02-07 14:30:00,1,Premier League
2016-02-07 15:00:00,1,Ligue 1
2016-02-07 16:30:00,1,1. Bundesliga
2016-02-07 18:00:00,1,Ligue 1
2016-02-07 18:30:00,1,1. Bundesliga
2016-02-07 19:00:00,1,Serie A
2016-02-07 19:15:00,1,La Liga
2016-02-07 21:30:00,1,La Liga
2016-02-07 21:45:00,1,Serie A
2016-02-07 22:00:00,1,Ligue 1
2016-02-08 21:30:00,1,La Liga
2016-02-11 21:45:00,1,Serie A
2016-02-12 21:45:00,1,Serie A
2016-02-13 13:45:00,1,Premier League
2016-02-13 17:00:00,1,La Liga
2016-02-13 18:00:00,1,Ligue 1
2016-02-13 18:30:00,1,Premier League
2016-02-13 19:00:00,1,Serie A
2016-02-13 19:15:00,1,La Liga
2016-02-13 19:30:00,1,1. Bundesliga
2016-02-13 21:30:00,1,La Liga
2016-02-13 21:45:00,1,Serie A
2016-02-13 23:05:00,1,La Liga
2016-02-14 13:30:00,1,Serie A
2016-02-14 15:00:00,1,Ligue 1
2016-02-14 15:05:00,1,Premier League
2016-02-14 16:30:00,1,1. Bundesliga
2016-02-14 17:00:00,1,La Liga
2016-02-14 17:15:00,1,Premier League
2016-02-14 18:00:00,1,Ligue 1
2016-02-14 18:30:00,1,1. Bundesliga
2016-02-14 21:30:00,1,La Liga
2016-02-14 21:45:00,1,Serie A
2016-02-14 22:00:00,1,Ligue 1
2016-02-17 18:30:00,1,La Liga
2016-02-19 21:45:00,1,Serie A
2016-02-20 17:00:00,1,La Liga
2016-02-20 18:00:00,1,Ligue 1
2016-02-20 19:00:00,1,Serie A
2016-02-20 19:15:00,1,La Liga
2016-02-20 20:00:00,1,Ligue 1
2016-02-20 21:30:00,1,La Liga
2016-02-20 21:45:00,1,Serie A
2016-02-20 23:05:00,1,La Liga
2016-02-21 13:00:00,1,La Liga
2016-02-21 15:00:00,1,Ligue 1
2016-02-21 16:30:00,1,1. Bundesliga
2016-02-21 17:00:00,1,La Liga
2016-02-21 18:00:00,1,Ligue 1
2016-02-21 19:00:00,1,Serie A
2016-02-21 21:30:00,1,La Liga
2016-02-21 21:45:00,1,Serie A
2016-02-21 22:00:00,1,Ligue 1
2016-02-22 22:00:00,1,Serie A
2016-02-27 13:45:00,1,Premier League
2016-02-27 17:00:00,1,La Liga
2016-02-27 18:00:00,1,Ligue 1
2016-02-27 18:30:00,1,Premier League
2016-02-27 19:00:00,1,Serie A
2016-02-27 21:30:00,1,La Liga
2016-02-27 21:45:00,1,Serie A
2016-02-27 23:05:00,1,La Liga
2016-02-28 13:00:00,1,La Liga
2016-02-28 13:30:00,1,Serie A
2016-02-28 15:00:00,1,Ligue 1
2016-02-28 16:30:00,1,1. Bundesliga
2016-02-28 17:00:00,1,La Liga
2016-02-28 18:00:00,1,Ligue 1
2016-02-28 19:15:00,1,La Liga
2016-02-28 20:30:00,1,1. Bundesliga
2016-02-28 21:30:00,1,La Liga
2016-02-28 21:45:00,1,Serie A
2016-02-28 22:00:00,1,Ligue 1
2016-02-29 20:00:00,1,Serie A
2016-02-29 22:00:00,1,Serie A
2016-03-01 22:00:00,1,La Liga
2016-03-01 23:00:00,1,La Liga
2016-03-02 20:00:00,1,La Liga
2016-03-02 22:00:00,1,La Liga
2016-03-03 21:00:00,1,La Liga
2016-03-03 22:00:00,1,La Liga
2016-03-03 23:30:00,1,La Liga
2016-03-04 21:30:00,1,Ligue 1
2016-03-04 21:45:00,1,Serie A
2016-03-05 13:45:00,1,Premier League
2016-03-05 17:00:00,1,La Liga
2016-03-05 18:00:00,1,Ligue 1
