t_wall,rho,loadavg
1784960086.8962932,0.99501,6.29
1784960087.3971283,0.98489,7.15
1784960087.906224,1.0,7.15
1784960088.4082313,0.99751,7.15
1784960088.9085925,1.0,7.15
1784960089.4092355,1.0,7.15
1784960089.9099884,0.99499,7.15
1784960090.4102468,0.9775,7.15
1784960090.9110231,0.96985,7.15
1784960091.4132886,0.9675,7.15
1784960091.9141583,0.96742,7.15
1784960092.4149365,0.93766,7.37
1784960092.915272,0.93233,7.37
1784960093.4160767,0.91272,7.37
1784960093.9192667,0.92289,7.37
1784960094.4200497,0.9202,7.37
1784960094.9212883,0.91771,7.37
1784960095.4220748,0.9198,7.37
1784960095.9252698,0.92537,7.37
1784960096.426109,0.915,7.37
1784960096.9272869,0.92269,7.37
1784960097.4280827,0.9175,7.34
1784960097.9293332,0.9202,7.34
1784960098.4302375,0.92,7.34
1784960098.9310882,0.9202,7.34
1784960099.4323044,0.92308,7.34
1784960099.9343445,0.9225,7.34
1784960100.4352565,0.9225,7.34
1784960100.936162,0.92,7.34
1784960101.4374073,0.92289,7.34
1784960101.9382885,0.92,7.34
1784960102.4412582,0.92556,7.4
1784960102.9420185,0.9175,7.4
1784960103.4428172,0.92269,7.4
1784960103.9432604,0.92269,7.4
1784960104.4440475,0.9175,7.4
1784960104.944861,0.92,7.4
1784960105.4452589,0.92269,7.4
1784960105.9460168,0.9198,7.4
1784960106.4473357,0.91563,7.4
1784960106.9482653,0.925,7.4
1784960107.449277,0.9175,7.45
1784960107.9522715,0.92556,7.45
1784960108.4530544,0.91729,7.45
1784960108.9538763,0.9225,7.45
1784960109.4543111,0.91771,7.45
1784960109.9551084,0.92269,7.45
1784960110.455865,0.92,7.45
1784960110.9562504,0.92289,7.45
1784960111.4570088,0.9198,7.45
1784960111.9592998,0.92556,7.45
1784960112.46016,0.9225,7.17
1784960112.9610257,0.91791,7.17
1784960113.46189,0.925,7.17
1784960113.963255,0.91771,7.17
1784960114.464027,0.925,7.17
1784960114.96481,0.91521,7.17
1784960115.4652498,0.92269,7.17
1784960115.966267,0.92,7.17
1784960116.4672549,0.92269,7.17
1784960116.9702523,0.9204,7.17
1784960117.4710526,0.9175,7.08
1784960117.9718978,0.92269,7.08
1784960118.474339,0.91791,7.08
1784960118.9751875,0.92519,7.08
1784960119.4762855,0.92,7.08
1784960119.9802752,0.9206,7.08
1784960120.4811037,0.92231,7.08
1784960120.9819088,0.9175,7.08
1784960121.4823399,0.92,7.08
1784960121.9831831,0.92269,7.08
1784960122.4839842,0.9198,7.15
1784960122.9847925,0.9204,7.15
1784960123.48533,0.9202,7.15
1784960123.9861658,0.9225,7.15
1784960124.4869754,0.9202,7.15
1784960124.988673,0.92269,7.15
1784960125.4892826,0.91771,7.15
1784960125.990133,0.92481,7.15
1784960126.4933424,0.9206,7.15
1784960126.9942338,0.92269,7.15
1784960127.4950836,0.92231,7.22
1784960127.995885,0.9202,7.22
1784960128.496275,0.9225,7.22
1784960128.9971008,0.92,7.22
1784960129.4992688,0.92289,7.22
1784960130.0001554,0.91709,7.22
1784960130.5009892,0.9204,7.22
1784960131.0018063,0.9202,7.22
1784960131.5026166,0.92,7.22
1784960132.0052834,0.92289,7.22
1784960132.5061057,0.92231,7.2
1784960133.006876,0.91791,7.2
1784960133.5073214,0.9225,7.2
1784960134.0081575,0.9202,7.2
1784960134.5089455,0.9175,7.2
1784960135.0092652,0.9225,7.2
1784960135.5112712,0.91771,7.2
1784960136.0121307,0.9225,7.2
1784960136.5129318,0.9202,7.2
1784960137.0133297,0.92289,7.2
1784960137.5152555,0.91791,7.18
1784960138.0160623,0.9225,7.18
1784960138.5168724,0.9225,7.18
1784960139.017287,0.9125,7.18
1784960139.5192785,0.9225,7.18
1784960140.0200555,0.92269,7.18
1784960140.520858,0.9202,7.18
1784960141.021325,0.9225,7.18
1784960141.525277,0.91542,7.18
1784960142.0260978,0.9202,7.18
1784960142.5268865,0.9225,7.17
1784960143.0272746,0.9202,7.17
1784960143.5281289,0.92,7.17
1784960144.0290296,0.92269,7.17
1784960144.5298812,0.925,7.17
1784960145.0332727,0.92079,7.17
1784960145.5340998,0.91457,7.17
1784960146.035286,0.91811,7.17
1784960146.5360916,0.9225,7.17
1784960147.0392697,0.9206,7.17
1784960147.5400944,0.9198,7.16
1784960148.0409694,0.92269,7.16
1784960148.5417733,0.92269,7.16
1784960149.0422606,0.92,7.16
1784960149.5430126,0.92481,7.16
1784960150.0437744,0.9202,7.16
1784960150.5452614,0.92519,7.16
1784960151.0460413,0.91729,7.16
1784960151.5468464,0.92,7.16
1784960152.048245,0.90524,7.16
1784960152.5490568,0.925,7.14
1784960153.049861,0.9204,7.14
1784960153.550254,0.92,7.14
1784960154.0512435,0.9225,7.14
1784960154.5532568,0.91771,7.14
1784960155.0552506,0.92269,7.14
1784960155.5560308,0.91771,7.14
1784960156.0568073,0.9225,7.14
1784960156.5572524,0.91771,7.14
1784960157.0580313,0.92231,7.14
