backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,10,105.392922,105.4415793,1.0138297500000002,1.042123175,52.6790785,10
redis,single,10,5.26023575,6.765363024999999,0.84373575,1.462579775,2.064569,10
