backend,pct_under_betting,pct_under_live_alert,pct_under_coaching,pct_under_broadcast,pct_under_fan_app
kafka,1.9283965323274435,5.583644623622413,33.205765671505425,46.84872236602556,99.96161736483356
redis,2.134365282482968,5.411642840022593,12.491514932010471,27.964354028258843,89.30036624091835
